arm,composite_skew_fraction,distractor_key_attention,head,layer,normalized_composite_trace,qk_factor_cosine,qk_initial_scale,relation,seed,step,target_key_attention,target_key_score_margin
independent,0.5590677408417185,0.042299784719944,3,2,1.7266226287080282,0.3676980661750482,1.0,independent,114,200,0.03344576060771942,-0.04636108875274658
independent,0.5345076239525404,0.042071931064128876,0,3,1.5870520289615448,0.38119780068046705,1.0,independent,114,200,0.03147318214178085,-0.02679884433746338
independent,0.5441951554037282,0.04307716339826584,1,3,1.4468642689837357,0.37982604129554176,1.0,independent,114,200,0.03326581418514252,0.04222404956817627
independent,0.5492553289550886,0.04374469071626663,2,3,1.3388454712660809,0.3459773062628618,1.0,independent,114,200,0.03392057865858078,0.01626455783843994
independent,0.5457216784686835,0.040545038878917694,3,3,1.5305495831658278,0.38406293581054607,1.0,independent,114,200,0.03209254890680313,0.040517330169677734
independent,0.682751416509892,0.013470384292304516,0,0,0.1369075086084053,0.028239582709040565,1.0,independent,114,400,0.013969076797366142,0.024341583251953125
independent,0.705524658196978,0.022443171590566635,1,0,-0.4696277840199923,-0.0923432932733409,1.0,independent,114,400,0.021075543016195297,-0.10051167011260986
independent,0.6600870319487272,0.012062860652804375,2,0,0.18179803585738052,0.0377421956000706,1.0,independent,114,400,0.012412606738507748,-0.023936748504638672
independent,0.6646151033803384,0.019807124510407448,3,0,0.37569819298329105,0.07533093259847014,1.0,independent,114,400,0.022103827446699142,0.05868220329284668
independent,0.6915119309343289,0.05808885022997856,0,1,0.3080139250514119,0.06918447164134417,1.0,independent,114,400,0.05382237583398819,-0.020319879055023193
independent,0.6996132818205664,0.061543505638837814,1,1,0.2518629260974248,0.05631578418143063,1.0,independent,114,400,0.058242104947566986,-0.017110228538513184
independent,0.6994326355490842,0.06126633286476135,2,1,0.29936313515517027,0.0683970517479598,1.0,independent,114,400,0.054719001054763794,-0.028500035405158997
independent,0.7301589539525153,0.06192031502723694,3,1,0.2617145054940298,0.05855327351585321,1.0,independent,114,400,0.049469783902168274,-0.09651617705821991
independent,0.5446842367059346,0.034948430955410004,0,2,1.9658744098593857,0.47382670547924044,1.0,independent,114,400,0.02700553834438324,0.048329830169677734
independent,0.5603945907238597,0.03399249166250229,1,2,1.9056050793441295,0.44486952830519566,1.0,independent,114,400,0.03075028769671917,0.08212530612945557
independent,0.5497379745369846,0.03168455883860588,2,2,1.8706561143314555,0.47234872409584583,1.0,independent,114,400,0.027086297050118446,-0.033681392669677734
independent,0.5110247233932146,0.03455356881022453,3,2,2.0410049911419614,0.4833410955565719,1.0,independent,114,400,0.026077628135681152,-0.07563924789428711
independent,0.48811048912990507,0.033250294625759125,0,3,1.620459486061766,0.47651154457250433,1.0,independent,114,400,0.02704160287976265,0.011255145072937012
independent,0.5143049329514653,0.03387016803026199,1,3,1.4665909782091835,0.4739048918077858,1.0,independent,114,400,0.024666957557201385,0.08969223499298096
independent,0.49936966725375664,0.03251515328884125,2,3,1.5327390679665416,0.4572542657732213,1.0,independent,114,400,0.029467536136507988,0.09157776832580566
independent,0.4953471189935698,0.03493669629096985,3,3,1.6339818473829961,0.4643637861223462,1.0,independent,114,400,0.030529987066984177,-0.019203662872314453
independent,0.5680028773565813,0.007054224610328674,0,0,-0.5507618011292484,-0.16509847508946793,1.0,independent,114,800,0.006969947833567858,0.08636903762817383
independent,0.689392996273187,0.06605656445026398,1,0,-0.9354057969011536,-0.17380381905508088,1.0,independent,114,800,0.047291502356529236,-0.09200048446655273
independent,0.717782234465058,0.0623675100505352,2,0,0.010533809136353515,0.0021246724050467585,1.0,independent,114,800,0.05707382410764694,0.2027372270822525
independent,0.5979520825613491,0.04957494139671326,3,0,-0.6002458612228765,-0.1840868811396088,1.0,independent,114,800,0.06577401608228683,0.008805036544799805
independent,0.7316410816012239,0.202253520488739,0,1,-0.194590940858849,-0.059463613021871004,1.0,independent,114,800,0.07176835834980011,-1.9214260578155518
independent,0.7272431492139013,0.2050623595714569,1,1,-0.15798848125482315,-0.04669449817705107,1.0,independent,114,800,0.06875764578580856,-1.7362489700317383
independent,0.7257589871088524,0.21114782989025116,2,1,-0.16639770329528789,-0.047902590178229926,1.0,independent,114,800,0.06963858008384705,-2.0510849952697754
independent,0.7230945449190188,0.20121268928050995,3,1,-0.23494165307257117,-0.0651704815118344,1.0,independent,114,800,0.06804393231868744,-1.6911859512329102
independent,0.3478097790148664,0.0232857596129179,0,2,2.815052924353553,0.7821746456889437,1.0,independent,114,800,0.01653989963233471,-0.23354053497314453
independent,0.4222396452280913,0.04281684011220932,1,2,2.5545035327636296,0.6866995515832385,1.0,independent,114,800,0.03152517229318619,-0.15381193161010742
independent,0.4101824393894094,0.02534867823123932,2,2,2.472189760674345,0.7303723186715839,1.0,independent,114,800,0.01872575283050537,-0.23813557624816895
independent,0.3445719760894574,0.027288509532809258,3,2,2.717675968202527,0.7699836795065704,1.0,independent,114,800,0.0231159795075655,-0.4267878532409668
independent,0.6234009079271648,0.08165168762207031,0,3,0.9429317770000069,0.32850000403310575,1.0,independent,114,800,0.06525872647762299,-0.1261395812034607
independent,0.6314797588204139,0.07757561653852463,1,3,0.9190247203591386,0.36810453355218264,1.0,independent,114,800,0.06334918737411499,0.1009441614151001
independent,0.6473010583133308,0.0825713574886322,2,3,0.6988050979161268,0.25173909589575577,1.0,independent,114,800,0.07436013221740723,0.1680683195590973
independent,0.6160838236970425,0.07733075320720673,3,3,0.8461102708230673,0.31206204985470176,1.0,independent,114,800,0.07503729313611984,0.05216124653816223
independent,0.69654288341949,0.05161987990140915,0,0,-0.023082360879254745,-0.0045212260975278215,1.0,independent,114,1600,0.04187028855085373,-0.2611022889614105
independent,0.6969331029982755,0.06937047839164734,1,0,-0.6709617592787059,-0.11471740526729864,1.0,independent,114,1600,0.03825434297323227,-0.11531597375869751
independent,0.6972097286856974,0.05847066640853882,2,0,0.4907032271694692,0.0937954345476415,1.0,independent,114,1600,0.06691509485244751,0.5289129018783569
independent,0.6789376335236631,0.0687934160232544,3,0,-0.35085709298138923,-0.11346778067297628,1.0,independent,114,1600,0.05000672489404678,-0.5807011127471924
independent,0.7067160206919761,0.20887720584869385,0,1,-0.13827855355244906,-0.05884057398231777,1.0,independent,114,1600,0.05050607770681381,-2.2687411308288574
independent,0.7026994797878181,0.20999948680400848,1,1,-0.2136928216884796,-0.08702029207873001,1.0,independent,114,1600,0.058472875505685806,-2.3672633171081543
independent,0.7050454305632865,0.20535586774349213,2,1,-0.1607482616430826,-0.06522677044991469,1.0,independent,114,1600,0.057650189846754074,-2.3107595443725586
independent,0.7049799421737145,0.2049969881772995,3,1,-0.1893735141852858,-0.07549416173350852,1.0,independent,114,1600,0.05830417200922966,-2.147395133972168
independent,0.34227718676230323,0.00997814629226923,0,2,2.855462980499078,0.7948562288937276,1.0,independent,114,1600,0.009089460596442223,-0.8193358182907104
independent,0.5897915635734888,0.060260169208049774,1,2,1.679180549782617,0.44034720036461295,1.0,independent,114,1600,0.0392608568072319,-0.41162025928497314
independent,0.4085471632373558,0.019549470394849777,2,2,2.4892283171321954,0.7151853397974641,1.0,independent,114,1600,0.01399444229900837,-0.476243257522583
independent,0.3615163556928889,0.017758620902895927,3,2,2.744073147581447,0.7659958386286083,1.0,independent,114,1600,0.0075655123218894005,-0.6168845891952515
independent,0.6901855132721119,0.07520341873168945,0,3,0.22958502891354882,0.06358022421667762,1.0,independent,114,1600,0.07739537954330444,0.23694108426570892
independent,0.7071488305475598,0.07483422756195068,1,3,0.08716588524720006,0.024577079559396378,1.0,independent,114,1600,0.07703374326229095,0.059298016130924225
independent,0.6608110645091425,0.07513358443975449,2,3,0.2798412571628003,0.07538255197230366,1.0,independent,114,1600,0.08492764085531235,0.21484746038913727
independent,0.6717773785825916,0.07348787784576416,3,3,0.22227468441719342,0.06294707983766164,1.0,independent,114,1600,0.07428310811519623,0.08936520665884018
independent,0.728912589304361,0.05488881468772888,0,0,0.11482371726844358,0.02435971054598721,1.0,independent,114,3200,0.05243426188826561,0.21466830372810364
independent,0.7592007152267507,0.07007399201393127,1,0,-0.33472872082206817,-0.06132613953027105,1.0,independent,114,3200,0.04143655300140381,0.023319005966186523
independent,0.7110735834116889,0.05813714489340782,2,0,0.4248784999118533,0.08475828405858198,1.0,independent,114,3200,0.06658399850130081,0.5227434635162354
independent,0.7550096358501863,0.061001818627119064,3,0,-0.3432359086279616,-0.09226447164911014,1.0,independent,114,3200,0.03911403566598892,-1.4221863746643066
independent,0.705516475163517,0.20484980940818787,0,1,-0.09519899577498198,-0.04024268907965664,1.0,independent,114,3200,0.02713875100016594,-0.7062320709228516
independent,0.7069253985166946,0.2133650779724121,1,1,-0.12341991062176319,-0.053540067987352814,1.0,independent,114,3200,0.028012961149215698,-0.6347818374633789
independent,0.7077400028260109,0.21013736724853516,2,1,-0.08593313130400707,-0.03612942917962251,1.0,independent,114,3200,0.021224208176136017,-0.7491006851196289
independent,0.7065698865046182,0.20678763091564178,3,1,-0.1064468220469768,-0.04557588324760985,1.0,independent,114,3200,0.028179530054330826,-0.6928062438964844
independent,0.5576231133834414,0.03458543121814728,0,2,1.8366261680791196,0.47550548548921573,1.0,independent,114,3200,0.03758038580417633,-0.6408157348632812
independent,0.6161265553091769,0.06106451153755188,1,2,1.500489313785568,0.33760500769803337,1.0,independent,114,3200,0.038788340985774994,-0.33791327476501465
independent,0.6011601052032395,0.03377232700586319,2,2,1.4618855919558151,0.41370942753133305,1.0,independent,114,3200,0.03850572183728218,0.1446540653705597
independent,0.6368321009830608,0.04249804466962814,3,2,1.390232428237807,0.39319023973817996,1.0,independent,114,3200,0.036233119666576385,-0.6708539724349976
independent,0.6484193160505657,0.07173284888267517,0,3,0.85230146145473,0.20982400185793826,1.0,independent,114,3200,0.05622955039143562,-0.03518211841583252
independent,0.6786999262595199,0.0826287716627121,1,3,0.8770581250923353,0.22947405988471806,1.0,independent,114,3200,0.060266513377428055,-0.1963983178138733
independent,0.5915829378001011,0.07389211654663086,2,3,1.0920032420978074,0.27636948605606093,1.0,independent,114,3200,0.05225968360900879,-0.21038606762886047
independent,0.6184734653031863,0.0750819742679596,3,3,1.0630123501385846,0.28350015215419694,1.0,independent,114,3200,0.05841359868645668,-0.12788094580173492
independent,0.6523768894437417,0.040765829384326935,0,0,0.7744406708772822,0.18340349440756995,1.0,independent,114,6400,0.050612546503543854,0.5189207792282104
independent,0.7388968940554118,0.035135358572006226,1,0,-0.21705372128048545,-0.053846217337824326,1.0,independent,114,6400,0.025859320536255836,-0.09554076194763184
independent,0.6010506599498279,0.033310629427433014,2,0,0.9294314069505855,0.22693774359784039,1.0,independent,114,6400,0.04608819633722305,0.631685733795166
independent,0.7985796719659672,0.09315268695354462,3,0,0.9602145215235122,0.1941345825259446,1.0,independent,114,6400,0.08009859919548035,-0.641373872756958
independent,0.7066699001472156,0.006923322565853596,0,1,-0.16479903051732364,-0.06990389961954495,1.0,independent,114,6400,0.008587604388594627,4.9684906005859375
independent,0.7064021557767083,0.003997941501438618,1,1,-0.0915550286485551,-0.038452066189134375,1.0,independent,114,6400,0.007535350508987904,7.5317535400390625
independent,0.7060153460954439,0.007110804319381714,2,1,-0.14261551736148798,-0.058989655988657914,1.0,independent,114,6400,0.006318140309303999,6.598258972167969
independent,0.7056716547475488,0.003347561229020357,3,1,-0.09366659423719409,-0.039395809796130186,1.0,independent,114,6400,0.00990946963429451,7.617256164550781
independent,0.6321664871599599,0.05779826641082764,0,2,0.8727058474659427,0.22137808832249606,1.0,independent,114,6400,0.05404224246740341,-0.1013685017824173
independent,0.6160070151595122,0.05667423456907272,1,2,1.0809193804506338,0.23476166430778597,1.0,independent,114,6400,0.04060700163245201,-0.27219104766845703
independent,0.6805554728918373,0.05507850646972656,2,2,0.1856236246146665,0.04994414159957218,1.0,independent,114,6400,0.06141224503517151,0.1236242949962616
independent,0.6863848295021298,0.06543979793787003,3,2,0.4645678002586328,0.14021697078262493,1.0,independent,114,6400,0.06437383592128754,-0.0606042742729187
independent,0.6411349586380006,0.05639679729938507,0,3,1.4187163349313126,0.32040233680783825,1.0,independent,114,6400,0.03364544361829758,-0.37161338329315186
independent,0.6496221348780613,0.060977086424827576,1,3,1.5617853220807036,0.3661484756302863,1.0,independent,114,6400,0.03612270578742027,-0.5077574849128723
independent,0.5680433399722229,0.05640352889895439,2,3,2.107023687954921,0.45523617461768107,1.0,independent,114,6400,0.013661705888807774,-0.7492735981941223
independent,0.5889301105855063,0.05936768651008606,3,3,1.9025887783987823,0.43471766807640116,1.0,independent,114,6400,0.022331763058900833,-0.5944490432739258
independent,0.7000892728660711,0.0633140504360199,0,0,-0.10479934489669512,-0.01837819917480112,1.0,independent,115,0,0.06373415887355804,0.0012275325134396553
independent,0.6985321013623697,0.06350415199995041,1,0,0.07682386815367113,0.013377226147034299,1.0,independent,115,0,0.06392969191074371,0.006760769058018923
independent,0.7056752198433598,0.06365866214036942,2,0,-0.1435725819892963,-0.025257735800062582,1.0,independent,115,0,0.06336154043674469,-0.006492602173238993
independent,0.7057888274173265,0.06360228359699249,3,0,0.04612855792833093,0.008154009475487606,1.0,independent,115,0,0.06375391781330109,0.0027072327211499214
independent,0.7096495264709646,0.06358029693365097,0,1,0.0428402686118529,0.007632838947971822,1.0,independent,115,0,0.06410232186317444,0.002845865674316883
independent,0.7063999877628055,0.06342798471450806,1,1,0.05637029828303952,0.009901123788710189,1.0,independent,115,0,0.06442003697156906,0.016457123681902885
independent,0.7056786523661198,0.06348815560340881,2,1,0.02566250168967828,0.004581153976163765,1.0,independent,115,0,0.06396715342998505,0.003342479933053255
independent,0.7054517119419034,0.06362153589725494,3,1,0.003577862987128658,0.0006312545790580335,1.0,independent,115,0,0.0633484423160553,-0.0011364887468516827
independent,0.7075930187345743,0.06373019516468048,0,2,0.029113532549680837,0.005199242602101821,1.0,independent,115,0,0.06371390074491501,-0.00011233193799853325
independent,0.6998865088834956,0.06361393630504608,1,2,0.03403484861713679,0.0060018461030889965,1.0,independent,115,0,0.0636565163731575,-0.0030370724853128195
independent,0.7098447726219829,0.06370572000741959,2,2,-0.08284985553773382,-0.01479451332016221,1.0,independent,115,0,0.06336742639541626,-0.0041573541238904
independent,0.7088267513279944,0.06383447349071503,3,2,-0.01742878556029397,-0.003070206331218415,1.0,independent,115,0,0.0633680522441864,-0.005172698758542538
independent,0.6990783338378139,0.06357373297214508,0,3,-0.016667976623002737,-0.002960059885990428,1.0,independent,115,0,0.06408608704805374,0.006702473387122154
independent,0.6985647283090142,0.0636073648929596,1,3,0.03827736145218973,0.0068026232310102516,1.0,independent,115,0,0.06382647901773453,0.003088226541876793
independent,0.7019869479999676,0.06345862150192261,2,3,-0.10619782431262131,-0.018792529557040256,1.0,independent,115,0,0.0635368824005127,0.0030585776548832655
independent,0.7040803019006926,0.06348471343517303,3,3,0.08587404195539676,0.015050733729906177,1.0,independent,115,0,0.0637844055891037,0.004157383926212788
independent,0.666476120687061,0.015404034405946732,0,0,0.055199563591360024,0.012206938069635858,1.0,independent,115,200,0.01563708484172821,-0.011812925338745117
independent,0.6684734664174647,0.018557630479335785,1,0,0.05231035374513878,0.011209448737364049,1.0,independent,115,200,0.017667416483163834,-0.028671622276306152
independent,0.6566108360251642,0.014497488737106323,2,0,0.10146650140430861,0.021666940755119827,1.0,independent,115,200,0.014324160292744637,-0.021020054817199707
independent,0.6659857551445147,0.015588762238621712,3,0,0.06311206715449032,0.014139169416657006,1.0,independent,115,200,0.015918858349323273,-0.0009382963180541992
independent,0.7532469672440065,0.06891793012619019,0,1,0.06806137380532327,0.016167280353897043,1.0,independent,115,200,0.060677420347929,-0.05896183103322983
independent,0.7332544342963014,0.06929990649223328,1,1,0.2281486699153056,0.050959554904341474,1.0,independent,115,200,0.05721917748451233,-0.0939444750547409
independent,0.7330457389959601,0.06642307341098785,2,1,0.21766161098961753,0.05124593063179639,1.0,independent,115,200,0.06019718199968338,-0.03237464278936386
independent,0.7517485925210257,0.06780225783586502,3,1,0.08381133616898624,0.01967379176321158,1.0,independent,115,200,0.06138594448566437,-0.05334094166755676
independent,0.5511568350064735,0.043803781270980835,0,2,1.8777616154627197,0.42772279370585786,1.0,independent,115,200,0.036666009575128555,-0.0031266212463378906
independent,0.5055788443153444,0.0438159815967083,1,2,1.849864578691719,0.4347164019662654,1.0,independent,115,200,0.03681894764304161,-0.0014605522155761719
independent,0.5340938819813916,0.04222823306918144,2,2,1.6507219223696934,0.3943315134972339,1.0,independent,115,200,0.03791036456823349,0.07601654529571533
independent,0.5530153463225932,0.042237989604473114,3,2,1.7869430898577803,0.411715349565972,1.0,independent,115,200,0.03421320766210556,0.00034117698669433594
independent,0.4883618567163074,0.04096587002277374,0,3,1.3015213121487066,0.38048832350554795,1.0,independent,115,200,0.03109658882021904,-0.00318300724029541
independent,0.4860900098742877,0.0399971604347229,1,3,1.5101685610444884,0.42137426413350665,1.0,independent,115,200,0.03125244379043579,0.010204195976257324
independent,0.4689475786370928,0.040330030024051666,2,3,1.3717831962347367,0.39609882136941427,1.0,independent,115,200,0.03354132920503616,0.06762170791625977
independent,0.4509067380322777,0.03892754390835762,3,3,1.4816255272311998,0.42080125659397666,1.0,independent,115,200,0.03037545084953308,0.03498494625091553
independent,0.6775265883637348,0.02033134177327156,0,0,0.3102987866063393,0.06237003247952839,1.0,independent,115,400,0.02108004316687584,0.03275740146636963
independent,0.6911480644114318,0.014669535681605339,1,0,-0.3268534827053179,-0.06252831449197178,1.0,independent,115,400,0.01461884006857872,-0.0912015438079834
independent,0.6695827136003947,0.01859891042113304,2,0,0.2665179259227439,0.05262397162292882,1.0,independent,115,400,0.01915302686393261,0.016842007637023926
independent,0.6773381956593088,0.01420266181230545,3,0,0.12113025900903816,0.02432789403365324,1.0,independent,115,400,0.01500873826444149,0.04992401599884033
independent,0.7254412731261137,0.07243817299604416,0,1,0.33933973747466323,0.07320076145016573,1.0,independent,115,400,0.06070204824209213,-0.12484462559223175
independent,0.7373593882932056,0.06900818645954132,1,1,0.4437268128282906,0.09572513007248819,1.0,independent,115,400,0.06309753656387329,-0.06646116077899933
independent,0.6968045363186817,0.0731794536113739,2,1,0.28095710574763966,0.0626713559925513,1.0,independent,115,400,0.06493352353572845,-0.09090350568294525
independent,0.7602674394620311,0.0729176253080368,3,1,0.31876527344989847,0.07180996760536133,1.0,independent,115,400,0.06588926166296005,-0.07636170834302902
independent,0.5243698608464116,0.038663119077682495,0,2,2.1141489508575666,0.4821903669130056,1.0,independent,115,400,0.03145529329776764,0.017734289169311523
independent,0.5003148528692898,0.038743145763874054,1,2,2.1182004873842404,0.49206527070844636,1.0,independent,115,400,0.02990347519516945,-0.030704736709594727
independent,0.5490824064237957,0.04072503373026848,2,2,1.7471900649828354,0.44110486323565085,1.0,independent,115,400,0.03023390844464302,-0.014290690422058105
independent,0.5460012302893923,0.041038937866687775,3,2,1.9727993095344862,0.45658139780890267,1.0,independent,115,400,0.03151668608188629,0.0022095441818237305
independent,0.4815897161850722,0.04007500037550926,0,3,1.2575867600002977,0.4157703306331979,1.0,independent,115,400,0.03105897270143032,-0.001842498779296875
independent,0.5017671943610011,0.03935128450393677,1,3,1.3996823630021646,0.44159281883906126,1.0,independent,115,400,0.03120693564414978,0.035852670669555664
independent,0.4798957759942374,0.03898119181394577,2,3,1.3368367429807346,0.4204527268708933,1.0,independent,115,400,0.03262715041637421,0.006790518760681152
independent,0.4602286875119222,0.03828300163149834,3,3,1.4671717223191953,0.4464202599708045,1.0,independent,115,400,0.027940932661294937,0.040378689765930176
independent,0.6842740138915535,0.0134403882548213,0,0,0.18286270735902618,0.03605184936687878,1.0,independent,115,800,0.013596627861261368,0.006028175354003906
independent,0.6758421674532483,0.013915030285716057,1,0,-1.2135553045908956,-0.23402424848242612,1.0,independent,115,800,0.011698322370648384,-0.2190098762512207
independent,0.6806716721865299,0.030244749039411545,2,0,0.38999829003803294,0.07919491437262623,1.0,independent,115,800,0.04008997231721878,0.23508036136627197
independent,0.6840554742556529,0.01373152993619442,3,0,0.05041322971585816,0.009828192178140233,1.0,independent,115,800,0.013631517998874187,-0.003972530364990234
independent,0.7175989798950545,0.06895536184310913,0,1,0.12454042934381784,0.02771041375580366,1.0,independent,115,800,0.0659031942486763,-0.07648974657058716
independent,0.7048291347750046,0.06821773946285248,1,1,0.04316387273618417,0.009504561892294396,1.0,independent,115,800,0.06461413204669952,-0.04280272126197815
independent,0.706989631312262,0.06335338205099106,2,1,0.07186533594122956,0.016412887595960993,1.0,independent,115,800,0.055600717663764954,-0.08113357424736023
independent,0.7379908900132401,0.07012468576431274,3,1,0.1033585629490882,0.02375153083086661,1.0,independent,115,800,0.06092469021677971,-0.10745393484830856
independent,0.5651632210180528,0.04360862821340561,0,2,1.7894608925339754,0.44852651657218645,1.0,independent,115,800,0.03973536193370819,-0.021809101104736328
independent,0.5899539470927819,0.0418020635843277,1,2,1.7582331224136798,0.44865557565412645,1.0,independent,115,800,0.028116244822740555,-0.035306453704833984
independent,0.6188943486246432,0.04370015487074852,2,2,1.5215406975815353,0.41579650385494665,1.0,independent,115,800,0.024613801389932632,-0.1387636363506317
independent,0.6129323223974592,0.0470360592007637,3,2,1.7227941899029096,0.4351532165003437,1.0,independent,115,800,0.02676783688366413,-0.05161547660827637
independent,0.6236640228047018,0.048936642706394196,0,3,0.98012482780359,0.3378437133355973,1.0,independent,115,800,0.03491663187742233,-0.10587701201438904
independent,0.6310347915339801,0.0512922927737236,1,3,1.0635693896956855,0.35601634789665176,1.0,independent,115,800,0.03594429790973663,-0.043268442153930664
independent,0.5882114262554441,0.04535248130559921,2,3,1.028097204939248,0.35851961373726043,1.0,independent,115,800,0.04188607633113861,-0.045504480600357056
independent,0.5857393154836499,0.04494742676615715,3,3,1.1354231321990524,0.39645916837152884,1.0,independent,115,800,0.03534543514251709,-0.013801604509353638
independent,0.6527823947617295,0.01671317033469677,0,0,-0.37366279331119967,-0.09969834045625728,1.0,independent,115,1600,0.013024771586060524,-0.10634565353393555
independent,0.7068231945132375,0.051830142736434937,1,0,-0.41146498652332053,-0.09203341846559346,1.0,independent,115,1600,0.0432681180536747,0.05627644062042236
independent,0.7077111976858286,0.08122790604829788,2,0,-0.09857051250390504,-0.016807545162909117,1.0,independent,115,1600,0.028752142563462257,-0.5189319252967834
independent,0.6968272423520973,0.040548160672187805,3,0,-0.006964744372101173,-0.0014005474925861405,1.0,independent,115,1600,0.047180600464344025,0.124114990234375
independent,0.7065668059701349,0.223939448595047,0,1,-0.2589729305147994,-0.09583626671094163,1.0,independent,115,1600,0.026918509975075722,-2.943044662475586
independent,0.7073810369036854,0.2150217890739441,1,1,-0.18924203796361216,-0.07172371588603021,1.0,independent,115,1600,0.031816136091947556,-3.055850028991699
independent,0.7056586589520306,0.22456376254558563,2,1,-0.24017440116476238,-0.09200566352617318,1.0,independent,115,1600,0.026879914104938507,-2.8818235397338867
independent,0.706596135199271,0.21925392746925354,3,1,-0.1508070610332236,-0.05692819526349837,1.0,independent,115,1600,0.0320434644818306,-2.972205638885498
independent,0.6039328709689057,0.0736914873123169,0,2,1.3828067843120073,0.3740162167196825,1.0,independent,115,1600,0.08885611593723297,0.029966354370117188
independent,0.6295632230739139,0.06685390323400497,1,2,1.3119727702580812,0.3673225003648492,1.0,independent,115,1600,0.056441813707351685,-0.056074291467666626
independent,0.6664642998425238,0.08022330701351166,2,2,1.082320122324735,0.3166438536941539,1.0,independent,115,1600,0.07647831737995148,-0.10383731126785278
independent,0.5825129396591954,0.07866933941841125,3,2,1.476429352774441,0.36931027788144,1.0,independent,115,1600,0.0677390769124031,-0.3561120331287384
independent,0.6892588621183493,0.08966168016195297,0,3,0.2791459832289367,0.08031266852134088,1.0,independent,115,1600,0.09150944650173187,0.11502644419670105
independent,0.6818801815345416,0.09752307832241058,1,3,0.40292252963300357,0.10404977807732818,1.0,independent,115,1600,0.078171506524086,-0.1043689101934433
independent,0.6637161796748559,0.10314708203077316,2,3,0.20297054276381205,0.05152707826221651,1.0,independent,115,1600,0.08475843071937561,-0.2162051647901535
independent,0.6920008620539626,0.09240102022886276,3,3,0.1429619140422923,0.0346038120702109,1.0,independent,115,1600,0.08107396960258484,-0.0673726499080658
independent,0.6792119879476873,0.01382637582719326,0,0,-0.22479764404317132,-0.03924309845810959,1.0,independent,115,3200,0.014932017773389816,-0.3592522144317627
independent,0.7095378126776427,0.06591800600290298,1,0,-0.03894099045172549,-0.007707262677985812,1.0,independent,115,3200,0.06743521243333817,0.46667104959487915
independent,0.6952144974536233,0.06784132122993469,2,0,0.08840015763731118,0.02027688182489559,1.0,independent,115,3200,0.012104774825274944,-0.7856634855270386
independent,0.7157717570125777,0.05660847947001457,3,0,0.12214232060519482,0.023940832344026428,1.0,independent,115,3200,0.06266061961650848,0.3106023967266083
independent,0.7061857254262585,0.18975339829921722,0,1,-0.11151901819151909,-0.04653448270097176,1.0,independent,115,3200,0.014172438532114029,-2.011251449584961
independent,0.7065097781370595,0.18929032981395721,1,1,-0.1335319178496615,-0.05466893697435391,1.0,independent,115,3200,0.015349737368524075,-2.059286117553711
independent,0.7046278943933029,0.19139030575752258,2,1,-0.12477308237203484,-0.053162887362872134,1.0,independent,115,3200,0.012901480309665203,-1.8807239532470703
independent,0.7055016445862362,0.17997673153877258,3,1,-0.1207038193285978,-0.04943829904883093,1.0,independent,115,3200,0.015880826860666275,-2.3238649368286133
independent,0.5567671592761934,0.06500086188316345,0,2,1.7307544272592228,0.4130843572503559,1.0,independent,115,3200,0.039855197072029114,-0.4164576530456543
independent,0.5847626845966182,0.06627830862998962,1,2,1.5473396824574754,0.361936880189175,1.0,independent,115,3200,0.040281299501657486,-0.2688367962837219
independent,0.6301732033158755,0.060460418462753296,2,2,1.37741590871182,0.33458338088847817,1.0,independent,115,3200,0.04626680165529251,-0.16208049654960632
independent,0.5557498082126813,0.06754369288682938,3,2,1.8084660217025834,0.4163276659495041,1.0,independent,115,3200,0.045870400965213776,-0.1426277756690979
independent,0.6271648957923671,0.06855305284261703,0,3,1.1147669371991338,0.2964957086457106,1.0,independent,115,3200,0.04971809685230255,-0.28473395109176636
independent,0.6302797066573812,0.07365337014198303,1,3,1.6528446682655098,0.3696994773228944,1.0,independent,115,3200,0.037071846425533295,-0.493611216545105
independent,0.6377816020949207,0.07601942121982574,2,3,1.503250283596635,0.34236455071648103,1.0,independent,115,3200,0.03797188028693199,-0.5043247938156128
independent,0.6324747677827521,0.06834220141172409,3,3,1.4783284611586305,0.3170891230402934,1.0,independent,115,3200,0.03748204559087753,-0.3577616512775421
independent,0.604393963191912,0.049394361674785614,0,0,1.3154373642962742,0.20834653092031946,1.0,independent,115,6400,0.04091785103082657,-0.19163888692855835
independent,0.709866412491254,0.06344955414533615,1,0,0.17160094927493677,0.03474122171540531,1.0,independent,115,6400,0.06091643124818802,0.1506783366203308
independent,0.7203911848950161,0.07307010143995285,2,0,-0.025918344069648144,-0.008314764452754149,1.0,independent,115,6400,0.0791521966457367,0.06924466788768768
independent,0.7177480573686391,0.056996576488018036,3,0,0.3182518515160385,0.06422826128194373,1.0,independent,115,6400,0.058108139783144,0.1542777717113495
independent,0.7070964001263614,0.0011306521482765675,0,1,-0.04040530178748386,-0.017310453801050396,1.0,independent,115,6400,0.0060912249609827995,25.385574340820312
independent,0.7052868171849138,0.0011725411750376225,1,1,-0.01223178898106241,-0.005170748342830533,1.0,independent,115,6400,0.00532733928412199,24.39274024963379
independent,0.704238093742964,0.0006660224753431976,2,1,-0.038777092979535674,-0.016432407114091576,1.0,independent,115,6400,0.008560112677514553,25.623537063598633
independent,0.705246337621243,0.0011669764062389731,3,1,-0.002186996830695438,-0.000930749899376442,1.0,independent,115,6400,0.00725853256881237,25.70511245727539
