comparison,cell_index,cell_key,seed,baseline_step,followup_step,baseline_learning_rate,followup_learning_rate,baseline_full_gate_pass,followup_full_gate_pass,gate_transition,baseline_check_base_accuracy,baseline_check_population_risk,baseline_check_value_flip_effect,baseline_check_donor_accuracy,baseline_check_natural_swap_mse,followup_check_base_accuracy,followup_check_population_risk,followup_check_value_flip_effect,followup_check_donor_accuracy,followup_check_natural_swap_mse,baseline_base_mse,followup_base_mse,delta_base_mse,baseline_donor_mse,followup_donor_mse,delta_donor_mse,baseline_swap_mse,followup_swap_mse,delta_swap_mse,baseline_walsh_distractor_direct,followup_walsh_distractor_direct,delta_walsh_distractor_direct,baseline_walsh_interaction,followup_walsh_interaction,delta_walsh_interaction,baseline_walsh_distractor_only_interaction,followup_walsh_distractor_only_interaction,delta_walsh_distractor_only_interaction,baseline_walsh_target_interaction,followup_walsh_target_interaction,delta_walsh_target_interaction,baseline_walsh_leakage,followup_walsh_leakage,delta_walsh_leakage,baseline_walsh_total_error,followup_walsh_total_error,delta_walsh_total_error
low_lr_1600,3,C32-d8-L2-H4-m4-ffnnone,7,800,1600,0.003,0.001,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.022867102175951004,0.024143164977431297,0.0012760628014802933,0.022920891642570496,0.025606462731957436,0.00268557108938694,0.01665172167122364,0.017268795520067215,0.0006170738488435745,0.005254327319562435,0.007367300800979137,0.0021129734814167023,0.009348287247121334,0.009126532822847366,-0.00022175442427396774,0.0023278133012354374,0.002184225246310234,-0.00014358805492520332,0.007020474411547184,0.00694230804219842,-7.816636934876442e-05,0.01460261456668377,0.016493833623826504,0.0018912190571427345,0.021131981164216995,0.02443564310669899,0.0033036619424819946
low_lr_1600,3,C32-d8-L2-H4-m4-ffnnone,8,800,1600,0.003,0.001,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.04578661173582077,0.09033210575580597,0.0445454940199852,0.0463399738073349,0.0863567441701889,0.040016770362854004,0.03370571881532669,0.06572210043668747,0.03201638162136078,0.0140933683142066,0.03210719674825668,0.018013828434050083,0.011849379166960716,0.01612411066889763,0.0042747315019369125,0.0026129530742764473,0.0027024911250919104,8.953805081546307e-05,0.009236426092684269,0.013421619310975075,0.004185193218290806,0.025942747481167316,0.04823130741715431,0.022288559935986996,0.04023674130439758,0.08368968963623047,0.043452948331832886
low_lr_1600,3,C32-d8-L2-H4-m4-ffnnone,9,800,1600,0.003,0.001,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.011303160339593887,0.023767488077282906,0.012464327737689018,0.013346079736948013,0.02559429593384266,0.012248216196894646,0.01250440813601017,0.02125401608645916,0.00874960795044899,0.006134166847914457,0.010148532688617706,0.004014365840703249,0.003988051321357489,0.005603166297078133,0.001615114975720644,0.00040637661004438996,0.000646436819806695,0.00024006020976230502,0.0035816743038594723,0.004956729710102081,0.001375055406242609,0.010122218169271946,0.01575169898569584,0.005629480816423893,0.015661798417568207,0.02535834163427353,0.009696543216705322
low_lr_1600,6,C32-d8-L2-H1-m4-ffn16,0,800,1600,0.003,0.001,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.0002625135821290314,0.0003991331032011658,0.00013661952107213438,0.00028774311067536473,0.0003588005783967674,7.105746772140265e-05,0.00013344598119147122,0.0001951685408130288,6.17225596215576e-05,0.00010022163041867316,6.868230411782861e-05,-3.153932630084455e-05,0.00022155663464218378,0.0001118198997573927,-0.00010973673488479108,5.805044565931894e-05,2.4888631742214784e-05,-3.3161813917104155e-05,0.00016350617806892842,8.693127165315673e-05,-7.657490641577169e-05,0.00032177826506085694,0.0001805022038752213,-0.00014127606118563563,0.000567156879696995,0.0004412363050505519,-0.00012592057464644313
low_lr_1600,6,C32-d8-L2-H1-m4-ffn16,1,800,1600,0.003,0.001,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.0003691412275657058,0.0006814875523559749,0.00031234632479026914,0.00036823624395765364,0.0005946994060650468,0.00022646316210739315,7.278643897734582e-05,0.00024268662673421204,0.00016990018775686622,8.263345807790756e-05,0.00019668461754918098,0.00011405115947127342,0.00011971925414400175,0.00023497961228713393,0.00011526035814313218,3.0340646844706498e-05,4.621624975698069e-05,1.587560291227419e-05,8.937860548030585e-05,0.00018876336980611086,9.938476432580501e-05,0.00020235271222190931,0.0004316642298363149,0.0002293115176144056,0.0005587481427937746,0.0009719772497192025,0.0004132291069254279
low_lr_1600,6,C32-d8-L2-H1-m4-ffn16,2,800,1600,0.003,0.001,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.0071796635165810585,0.0060519864782691,-0.0011276770383119583,0.00654999166727066,0.004561997950077057,-0.0019879937171936035,0.0049912575632333755,0.004793071653693914,-0.00019818590953946114,0.001352951512672007,0.0015883076703175902,0.00023535615764558315,0.0023260340094566345,0.0013353631366044283,-0.0009906708728522062,0.0005035012727603316,0.00019992937450297177,-0.00030357189825735986,0.001822532620280981,0.001135433791205287,-0.0006870988290756941,0.0036789855221286416,0.0029236708069220185,-0.0007553147152066231,0.007014407776296139,0.005298248957842588,-0.0017161588184535503
low_lr_1600,6,C32-d8-L2-H1-m4-ffn16,3,800,1600,0.003,0.001,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.00029159383848309517,0.0004917977494187653,0.00020020391093567014,0.00026684984914027154,0.000451640720712021,0.00018479087157174945,0.00012905152107123286,0.00019651843467727304,6.746691360604018e-05,4.584442649502307e-05,5.888304804102518e-05,1.3038621546002105e-05,3.3275420719292015e-05,8.1820078776218e-05,4.854465805692598e-05,3.7142899600439705e-06,1.5744044503662735e-05,1.2029754543618765e-05,2.9561131668742746e-05,6.607602699659765e-05,3.65148953278549e-05,7.911984721431509e-05,0.00014070312681724317,6.158327960292809e-05,0.0002840695669874549,0.00048588126082904637,0.00020181169384159148
low_lr_1600,6,C32-d8-L2-H1-m4-ffn16,4,800,1600,0.003,0.001,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.0016130439471453428,0.0019597893115133047,0.0003467453643679619,0.0025524580851197243,0.0021240971982479095,-0.00042836088687181473,0.0013231080956757069,0.0006383550353348255,-0.0006847530603408813,0.0002403391117695719,0.0004779874288942665,0.00023764831712469459,0.00024791035684756935,0.0005561990546993911,0.0003082886978518218,4.081090082763694e-05,0.00011454717605374753,7.373627522611059e-05,0.00020709948148578405,0.00044165184954181314,0.00023455236805602908,0.00048824946861714125,0.0010341864835936576,0.0005459370149765164,0.0011158970883116126,0.002123874146491289,0.0010079770581796765
low_lr_1600,6,C32-d8-L2-H1-m4-ffn16,5,800,1600,0.003,0.001,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.0004462436481844634,0.0018859213450923562,0.0014396776969078928,0.0004550553858280182,0.0014289671089500189,0.0009739117231220007,0.00017189096251968294,0.0012630604906007648,0.0010911695280810818,0.0003266886924393475,0.0005451032193377614,0.0002184145268984139,0.0004749743966385722,0.0008018933585844934,0.0003269189619459212,0.00010346125782234594,0.00017062685219570994,6.7165594373364e-05,0.0003715131897479296,0.0006312665063887835,0.0002597533166408539,0.0008016630890779197,0.0013469965779222548,0.0005453334888443351,0.0013217104133218527,0.0023577616084367037,0.001036051195114851
low_lr_1600,6,C32-d8-L2-H1-m4-ffn16,6,800,1600,0.003,0.001,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.00011827293201349676,0.0003568271058611572,0.00023855417384766042,0.0001303715689573437,0.0004183645942248404,0.0002879930252674967,5.588380008703098e-05,0.000265580543782562,0.00020969674369553104,2.4993994884425774e-05,9.642521035857499e-05,7.143121547414921e-05,2.5428425942664035e-05,8.460484241368249e-05,5.9176416471018456e-05,2.524741603338043e-06,1.2606766176759265e-05,1.0082024573421222e-05,2.290368684043642e-05,7.199806714197621e-05,4.9094380301539786e-05,5.042242082708981e-05,0.00018103005277225748,0.00013060763194516767,0.00013041176134720445,0.00037816358963027596,0.0002477518282830715
low_lr_1600,6,C32-d8-L2-H1-m4-ffn16,7,800,1600,0.003,0.001,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.0003555326256901026,0.0007456352468580008,0.0003901026211678982,0.00034175754990428686,0.0006218006601557136,0.0002800431102514267,0.00013539088831748813,0.00031420739833265543,0.0001788165100151673,4.810386963072233e-05,9.247029083780944e-05,4.4366421207087114e-05,6.689502333756536e-05,0.00013086745457258075,6.397243123501539e-05,7.248223028000211e-06,1.9682047422975302e-05,1.243382439497509e-05,5.96467980358284e-05,0.00011118539259769022,5.153859456186183e-05,0.00011499889296828769,0.0002233377454103902,0.0001083388524421025,0.00034424162004143,0.0006039253203198314,0.0002596837002784014
low_lr_1600,6,C32-d8-L2-H1-m4-ffn16,8,800,1600,0.003,0.001,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.0007304932805709541,0.00016199547098949552,-0.0005684978095814586,0.0002997518749907613,0.00018270840519107878,-0.0001170434697996825,0.00042375456541776657,8.36682302178815e-05,-0.00034008633519988507,4.31881780968979e-05,6.896674312883988e-05,2.577856503194198e-05,7.495805766666308e-05,9.870195935945958e-05,2.37439016927965e-05,1.6024978322093375e-05,1.8442689906805754e-05,2.4177115847123787e-06,5.8933084801537916e-05,8.025926217669621e-05,2.1326177375158295e-05,0.00011814623576356098,0.00016766870248829946,4.952246672473848e-05,0.00023681283346377313,0.0003187849069945514,8.197207353077829e-05
low_lr_1600,6,C32-d8-L2-H1-m4-ffn16,9,800,1600,0.003,0.001,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.001442748587578535,0.0018270774744451046,0.0003843288868665695,0.0008280642796307802,0.0017377045005559921,0.0009096402209252119,0.0009992343839257956,0.0008425003616139293,-0.00015673402231186628,0.00015820110274944454,0.0005256372969597578,0.00036743619421031326,0.0002455267822369933,0.0006896959384903312,0.00044416915625333786,4.710606299340725e-05,0.000123193662147969,7.608759915456176e-05,0.0001984207337955013,0.0005665022763423622,0.0003680815425468609,0.00040372788498643786,0.001215333235450089,0.0008116053504636511,0.0010087331756949425,0.002718213014304638,0.0017094798386096954
low_lr_1600,7,C32-d8-L2-H4-m4-ffn16,0,800,1600,0.003,0.001,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.009960773400962353,0.006986095570027828,-0.0029746778309345245,0.009965350851416588,0.007472506724298,-0.0024928441271185875,0.005853216163814068,0.0073389653116464615,0.0014857491478323936,0.002434885362163186,0.002690270310267806,0.00025538494810462,0.0033810948953032494,0.004156815353780985,0.0007757204584777355,0.0007978191715665162,0.0010360432788729668,0.0002382241073064506,0.0025832755491137505,0.003120772074908018,0.0005374965257942677,0.005815980257466435,0.006847085664048791,0.0010311054065823555,0.008340776897966862,0.009608966298401356,0.001268189400434494
low_lr_1600,7,C32-d8-L2-H4-m4-ffn16,1,800,1600,0.003,0.001,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.002066491637378931,0.00435978826135397,0.0022932966239750385,0.003914627246558666,0.005966957658529282,0.0020523304119706154,0.004149151034653187,0.00632224278524518,0.0021730917505919933,0.001991649391129613,0.002137440722435713,0.0001457913313060999,0.00122575624845922,0.0015406990423798561,0.0003149427939206362,5.862423131475225e-05,0.00013044907245784998,7.182484114309773e-05,0.0011671320535242558,0.0014102499699220061,0.00024311791639775038,0.003217405639588833,0.003678139764815569,0.00046073412522673607,0.005082500632852316,0.005904302000999451,0.0008218013681471348
low_lr_1600,7,C32-d8-L2-H4-m4-ffn16,2,800,1600,0.003,0.001,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.05714549496769905,0.05490498244762421,-0.0022405125200748444,0.05966635048389435,0.06037220358848572,0.0007058531045913696,0.054508812725543976,0.04575333744287491,-0.008755475282669067,0.019848637282848358,0.022325847297906876,0.0024772100150585175,0.015470110811293125,0.0106346495449543,-0.004835461266338825,0.0028567169792950153,0.0017422173405066133,-0.001114499638788402,0.012613393366336823,0.008892430923879147,-0.003720962442457676,0.03531874809414148,0.032960496842861176,-0.0023582512512803078,0.056417595595121384,0.05713752657175064,0.0007199309766292572
low_lr_1600,7,C32-d8-L2-H4-m4-ffn16,3,800,1600,0.003,0.001,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.00759027199819684,0.01326083205640316,0.00567056005820632,0.010486514307558537,0.010121813975274563,-0.0003647003322839737,0.009842410683631897,0.008066784590482712,-0.0017756260931491852,0.00431892229244113,0.004536004737019539,0.0002170824445784092,0.004270731471478939,0.004643694497644901,0.0003729630261659622,0.0006942296749912202,0.0010020174086093903,0.00030778773361817,0.003576502203941345,0.003641677089035511,6.51748850941658e-05,0.008589653763920069,0.00917969923466444,0.0005900454707443714,0.013108916580677032,0.013573437929153442,0.0004645213484764099
low_lr_1600,7,C32-d8-L2-H4-m4-ffn16,4,800,1600,0.003,0.001,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.023375723510980606,0.034037258476018906,0.0106615349650383,0.01834147796034813,0.04545919597148895,0.027117718011140823,0.026582954451441765,0.041368115693330765,0.014785161241889,0.006264316849410534,0.013061145320534706,0.006796828471124172,0.009561928920447826,0.01517556793987751,0.005613639019429684,0.002430364489555359,0.003712528385221958,0.0012821638956665993,0.0071315644308924675,0.011463038623332977,0.00433147419244051,0.01582624576985836,0.028236713260412216,0.012410467490553856,0.022043198347091675,0.04092014208436012,0.018876943737268448
low_lr_1600,7,C32-d8-L2-H4-m4-ffn16,5,800,1600,0.003,0.001,False,False,fail_to_fail,True,True,True,True,False,True,False,True,True,False,0.04993665963411331,0.10633917897939682,0.05640251934528351,0.03775070607662201,0.09156396985054016,0.05381326377391815,0.034511834383010864,0.06467653810977936,0.030164703726768494,0.011788884177803993,0.025650491937994957,0.013861607760190964,0.015840841457247734,0.03135169669985771,0.015510855242609978,0.004468919709324837,0.00961684063076973,0.005147920921444893,0.011371922679245472,0.021734854206442833,0.010362931527197361,0.027629725635051727,0.05700218863785267,0.02937246300280094,0.04052525758743286,0.08470821380615234,0.04418295621871948
low_lr_1600,7,C32-d8-L2-H4-m4-ffn16,6,800,1600,0.003,0.001,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.015857966616749763,0.019653722643852234,0.0037957560271024704,0.013233491219580173,0.016352735459804535,0.0031192442402243614,0.014406953938305378,0.027365881949663162,0.012958928011357784,0.0035547157749533653,0.004608466289937496,0.0010537505149841309,0.005740457214415073,0.006889174692332745,0.0011487174779176712,0.0013631575275212526,0.0016476206947118044,0.00028446316719055176,0.004377299919724464,0.005241554230451584,0.0008642543107271194,0.009295172989368439,0.01149764098227024,0.002202467992901802,0.013015059754252434,0.015967832878232002,0.0029527731239795685
low_lr_1600,7,C32-d8-L2-H4-m4-ffn16,7,800,1600,0.003,0.001,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.009514689445495605,0.010285181924700737,0.0007704924792051315,0.0047932881861925125,0.007014035247266293,0.00222074706107378,0.010392440482974052,0.011045968160033226,0.0006535276770591736,0.0017895796336233616,0.003382420400157571,0.0015928407665342093,0.00296836718916893,0.004585995804518461,0.0016176286153495312,0.0007582930848002434,0.0011153484228998423,0.0003570553380995989,0.0022100741043686867,0.0034706471487879753,0.0012605730444192886,0.004757946822792292,0.007968416204676032,0.0032104693818837404,0.0065290736965835094,0.011035187169909477,0.004506113473325968
low_lr_1600,7,C32-d8-L2-H4-m4-ffn16,8,800,1600,0.003,0.001,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.011644700542092323,0.0075491550378501415,-0.004095545504242182,0.007311292923986912,0.008407661691308022,0.0010963687673211098,0.015609011054039001,0.011113069020211697,-0.004495942033827305,0.0026072559412568808,0.0024174919817596674,-0.00018976395949721336,0.004871455952525139,0.003236867254599929,-0.00163458869792521,0.0012808083556592464,0.000721031567081809,-0.0005597767885774374,0.0035906475968658924,0.00251583568751812,-0.0010748119093477726,0.00747871189378202,0.005654359236359596,-0.0018243526574224234,0.01031704805791378,0.007798251695930958,-0.0025187963619828224
low_lr_1600,7,C32-d8-L2-H4-m4-ffn16,9,800,1600,0.003,0.001,False,False,fail_to_fail,True,True,True,True,False,True,True,True,True,False,0.04701721668243408,0.0778973251581192,0.03088010847568512,0.05045497789978981,0.07147151231765747,0.02101653441786766,0.03842291235923767,0.06122743710875511,0.02280452474951744,0.013864140957593918,0.02520052343606949,0.01133638247847557,0.01351372804492712,0.02130884677171707,0.007795118726789951,0.002820584923028946,0.004206881392747164,0.0013862964697182178,0.010693143121898174,0.017101963981986046,0.0064088208600878716,0.027377869002521038,0.04650937020778656,0.019131501205265522,0.04436974227428436,0.07405894994735718,0.029689207673072815
low_lr_1600,11,C128-d32-L2-H4-m4-ffnnone,0,800,1600,0.003,0.001,False,True,fail_to_pass,True,True,True,True,False,True,True,True,True,True,0.004664808511734009,0.0002864418493118137,-0.004378366662422195,0.005946991965174675,0.00025430283858440816,-0.005692689126590267,0.0029794005677103996,0.0001456293393857777,-0.002833771228324622,0.00247720954939723,0.00033915581298060715,-0.002138053736416623,0.0012995083816349506,0.000340200902428478,-0.0009593074792064726,0.00010707871842896566,6.44273532088846e-05,-4.265136522008106e-05,0.001192429568618536,0.00027577352011576295,-0.000916656048502773,0.003776717931032181,0.0006793567154090852,-0.0030973612156230956,0.007318598683923483,0.001000954071059823,-0.00631764461286366
low_lr_1600,11,C128-d32-L2-H4-m4-ffnnone,1,800,1600,0.003,0.001,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.0002640392049215734,0.00026748667005449533,3.447465132921934e-06,0.0002561644068919122,0.00019806346972472966,-5.8100937167182565e-05,0.00012140522449044511,0.00017645163461565971,5.5046410125214607e-05,0.00014709477545693517,8.57144477777183e-05,-6.138032767921686e-05,0.00017347015091218054,7.694386295042932e-05,-9.652628796175122e-05,3.055022534681484e-05,1.1591126167331822e-05,-1.895909917948302e-05,0.00014291990373749286,6.535273132612929e-05,-7.756717241136357e-05,0.0003205649263691157,0.00016265831072814763,-0.00015790661564096808,0.0006524426862597466,0.00032706442289054394,-0.0003253782633692026
low_lr_1600,11,C128-d32-L2-H4-m4-ffnnone,2,800,1600,0.003,0.001,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.0005903767887502909,0.00022320752032101154,-0.00036716926842927933,0.0005183813627809286,0.00040214037289842963,-0.00011624098988249898,0.00014595499669667333,0.00029336230363696814,0.0001474073069402948,0.00032386917155236006,0.00013285138993524015,-0.0001910177816171199,0.00032664110767655075,0.00011170861398568377,-0.00021493249369086698,2.6362940843682736e-05,1.4335071682580747e-05,-1.202786916110199e-05,0.00030027818866074085,9.737355139805004e-05,-0.0002029046372626908,0.0006505102792289108,0.0002445600039209239,-0.0004059502753079869,0.0013846459332853556,0.0004254745726939291,-0.0009591713605914265
low_lr_1600,11,C128-d32-L2-H4-m4-ffnnone,3,800,1600,0.003,0.001,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.00033123811590485275,0.00044248162885196507,0.00011124351294711232,0.00033586594508960843,0.0007562574464827776,0.00042039150139316916,0.00014261589967645705,0.0005643186159431934,0.0004217027162667364,0.0001805690408218652,0.00020677308202721179,2.6204041205346584e-05,0.00020292922272346914,0.0003806379099842161,0.00017770868726074696,3.9091271901270375e-05,9.67076193774119e-05,5.761634747614153e-05,0.00016383794718421996,0.0002839303051587194,0.00012009235797449946,0.00038349826354533434,0.0005874109920114279,0.00020391272846609354,0.000700376636814326,0.0009414353407919407,0.00024105870397761464
low_lr_1600,11,C128-d32-L2-H4-m4-ffnnone,4,800,1600,0.003,0.001,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.0004025398811791092,0.00042250126716680825,1.9961385987699032e-05,0.0005320063792169094,0.0005997494445182383,6.77430653013289e-05,0.00013796499115414917,0.00014918021042831242,1.1215219274163246e-05,0.00018030559294857085,0.000286698603304103,0.00010639301035553217,0.00032912357710301876,0.0001894486485980451,-0.00013967492850497365,7.52854612073861e-05,2.5623825422371738e-05,-4.966163578501437e-05,0.0002538380795158446,0.00016382482135668397,-9.001325815916061e-05,0.0005094291700515896,0.00047614725190214813,-3.328191814944148e-05,0.0007993721519596875,0.0008822940289974213,8.29218770377338e-05
low_lr_1600,11,C128-d32-L2-H4-m4-ffnnone,5,800,1600,0.003,0.001,False,True,fail_to_pass,True,True,True,True,False,True,True,True,True,True,0.004305245354771614,0.0003039123839698732,-0.004001332970801741,0.007247404661029577,0.00038745743222534657,-0.006859947228804231,0.0027693198062479496,0.00020299325115047395,-0.0025663265550974756,0.000826740637421608,0.00018866543541662395,-0.000638075202004984,0.0009629621054045856,0.00027631971170194447,-0.0006866423937026411,0.00010976540215779096,6.208685954334214e-05,-4.7678542614448816e-05,0.000853196601383388,0.0002142328448826447,-0.0006389637565007433,0.0017897027428261936,0.0004649851471185684,-0.0013247175957076252,0.004563404247164726,0.0008173317764885724,-0.003746072470676154
low_lr_1600,11,C128-d32-L2-H4-m4-ffnnone,6,800,1600,0.003,0.001,False,True,fail_to_pass,True,True,True,True,False,True,True,True,True,True,0.0005516522214747965,0.00025502487551420927,-0.00029662734596058726,0.003946720622479916,0.000248887314228341,-0.0036978333082515746,0.0027787068393081427,0.00012419011909514666,-0.002654516720212996,0.000220922491280362,0.0001548558648210019,-6.606662645936012e-05,0.0003491300158202648,0.0003062582982238382,-4.2871717596426606e-05,9.293274342780933e-05,8.430275192949921e-05,-8.629991498310119e-06,0.0002561972651164979,0.000221955546294339,-3.424171882215887e-05,0.0005700525071006268,0.0004611141630448401,-0.00010893834405578673,0.0008929725736379623,0.0007125471020117402,-0.00018042547162622213
low_lr_1600,11,C128-d32-L2-H4-m4-ffnnone,7,800,1600,0.003,0.001,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.0003605476231314242,0.0003108432865701616,-4.970433656126261e-05,0.00034154157037846744,0.0003245059051550925,-1.7035665223374963e-05,0.00012064447219017893,0.00012961047468706965,8.966002496890724e-06,0.00018343035480938852,0.0003142393543384969,0.0001308089995291084,0.0002551851503085345,0.0005715921288356185,0.000316406978527084,4.7751833335496485e-05,0.00014073755301069468,9.29857196751982e-05,0.0002074333024211228,0.0004308544739615172,0.00022342117154039443,0.000438615505117923,0.0008858314831741154,0.0004472159780561924,0.0008403538959100842,0.0014010323211550713,0.000560678425244987
low_lr_1600,11,C128-d32-L2-H4-m4-ffnnone,8,800,1600,0.003,0.001,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.0001602390402695164,0.00014933400962036103,-1.0905030649155378e-05,0.00015041735605336726,0.0001378239830955863,-1.2593372957780957e-05,0.000104758124507498,7.361829921137542e-05,-3.113982529612258e-05,4.854959843214601e-05,3.653172461781651e-05,-1.2017873814329505e-05,4.6643861423945054e-05,1.4201019439497031e-05,-3.244284198444802e-05,9.133824278251268e-06,1.4397669474419672e-06,-7.6940573308093e-06,3.751003896468319e-05,1.2761252037307713e-05,-2.4748786927375477e-05,9.519345985609107e-05,5.073274405731354e-05,-4.446071579877753e-05,0.00020231082453392446,0.00014798279153183103,-5.4328033002093434e-05
low_lr_1600,11,C128-d32-L2-H4-m4-ffnnone,9,800,1600,0.003,0.001,True,True,pass_to_pass,True,True,True,True,True,True,True,True,True,True,0.0005111103528179228,0.000540025532245636,2.8915179427713156e-05,0.0006577944150194526,0.00032988499151542783,-0.00032790942350402474,0.0002473488275427371,0.00034269149182364345,9.534266428090632e-05,0.00017760337505023926,0.00012536822760012,-5.223514745011926e-05,0.00022517549223266542,0.00019859106396324933,-2.6584428269416094e-05,4.430016633705236e-05,4.825206269742921e-05,3.95189636037685e-06,0.00018087531498167664,0.00015033900854177773,-3.053630643989891e-05,0.0004027788672829047,0.00032395929156336933,-7.881957571953535e-05,0.0008005273411981761,0.0005705456715077162,-0.00022998166969045997
