study_id,cell_id,cell_key,cell_index,num_concepts,d_model,width,load,heads,ffn,ffn_width,learning_rate,step,n_seeds,seeds,loss_mean,loss_standard_deviation,loss_ci_lower,loss_ci_upper,risk_mean,risk_standard_deviation,risk_ci_lower,risk_ci_upper,accuracy_mean,accuracy_standard_deviation,accuracy_ci_lower,accuracy_ci_upper,value_flip_effect_mean,value_flip_effect_standard_deviation,value_flip_effect_ci_lower,value_flip_effect_ci_upper,target_key_effect_mean,target_key_effect_standard_deviation,target_key_effect_ci_lower,target_key_effect_ci_upper,embedding_effective_rank_mean,embedding_effective_rank_standard_deviation,embedding_effective_rank_ci_lower,embedding_effective_rank_ci_upper,normalized_rank_mean,normalized_rank_standard_deviation,normalized_rank_ci_lower,normalized_rank_ci_upper
scaling-tuned-adamw-10seeds-v1,cell-000-b7a02ed77d52,C8-d8-L2-H1-m4-ffnnone,0,8,8,8,1,1,False,,0.003,0,10,0;1;2;3;4;5;6;7;8;9,1.8710249543190003,0.7562456348438616,1.454022787809372,2.32945235133171,0.9355124771595001,0.3781228174219308,0.727011393904686,1.164726175665855,0.5035888671875,0.05151207124413934,0.46927368164062505,0.52906494140625,-0.016482423525303602,0.10973067233766876,-0.08976028349949046,0.036887818854302167,-0.021017885021865367,0.09395525374525694,-0.08308884021127597,0.02570320519153028,4.087378525733948,0.316181623154073,3.8961929434537885,4.267109026908874,0.5109223157167435,0.039522702894259125,0.48702411793172357,0.5333886283636092
scaling-tuned-adamw-10seeds-v1,cell-005-e6fff93be5a2,C8-d8-L2-H4-m4-ffn16,5,8,8,8,1,4,True,16,0.003,50,10,0;1;2;3;4;5;6;7;8;9,0.7046603441238404,0.07992450916487565,0.6594043016433716,0.7526676540076732,0.3523301720619202,0.03996225458243782,0.3297021508216858,0.3763338270038366,0.73126220703125,0.033955995541630285,0.7116693115234375,0.75146484375,0.2769403405487537,0.08384091666829592,0.22476146768778563,0.3227811064571142,0.24974828064441681,0.08721184073069445,0.19685956977307795,0.299582421220839,3.8067932605743406,0.2966187821381113,3.6262662410736084,3.9706353783607478,0.4758491575717926,0.037077347767263916,0.45328328013420105,0.49632942229509347
scaling-tuned-adamw-10seeds-v1,cell-005-e6fff93be5a2,C8-d8-L2-H4-m4-ffn16,5,8,8,8,1,4,True,16,0.003,100,10,0;1;2;3;4;5;6;7;8;9,0.4481846377253532,0.1363788125191522,0.366194493509829,0.5251771489530801,0.2240923188626766,0.0681894062595761,0.1830972467549145,0.26258857447654005,0.8434326171875,0.05432143231586136,0.81229248046875,0.8758682250976562,0.5426747739315033,0.14963172034482042,0.45880473852157594,0.6330035439133644,0.5178647756576538,0.15561487723354184,0.4310808300971985,0.6115694674104452,3.6391035079956056,0.34290202172848877,3.428920459151268,3.823410015106201,0.4548879384994507,0.042862752716061096,0.4286150573939085,0.47792625188827514
scaling-tuned-adamw-10seeds-v1,cell-005-e6fff93be5a2,C8-d8-L2-H4-m4-ffn16,5,8,8,8,1,4,True,16,0.003,200,10,0;1;2;3;4;5;6;7;8;9,0.08310548923909664,0.06311686559771876,0.04673126942943782,0.1204169593192636,0.04155274461954832,0.03155843279885938,0.02336563471471891,0.0602084796596318,0.979736328125,0.019801411822854713,0.9678952026367188,0.991015625,0.9312583923339843,0.05995091468247462,0.8955493271350861,0.9656809252500533,0.9203876972198486,0.06505940839224508,0.8816646312177181,0.9572068247199059,3.567377781867981,0.28880985478321347,3.393102118372917,3.7252839004993437,0.44592222273349763,0.036101231847901684,0.42413776479661464,0.46566048756241796
scaling-tuned-adamw-10seeds-v1,cell-005-e6fff93be5a2,C8-d8-L2-H4-m4-ffn16,5,8,8,8,1,4,True,16,0.003,400,10,0;1;2;3;4;5;6;7;8;9,0.0031317528802901505,0.002710138629405766,0.0017012941016582774,0.00485045839101076,0.0015658764401450752,0.001355069314702883,0.0008506470508291387,0.00242522919550538,0.9999267578125,0.00011793112586417186,0.999853515625,0.99998779296875,1.0002764582633972,0.0026434956570975006,0.9986516356468201,1.0017734295129777,0.9903239071369171,0.012051238361521312,0.9828198324143886,0.9966847637295723,3.5992645978927613,0.3568478277587913,3.387632633447647,3.8018033361434935,0.44990807473659516,0.044605978469848914,0.4234540791809559,0.4752254170179367
scaling-tuned-adamw-10seeds-v1,cell-005-e6fff93be5a2,C8-d8-L2-H4-m4-ffn16,5,8,8,8,1,4,True,16,0.003,800,10,0;1;2;3;4;5;6;7;8;9,0.0008903149268007837,0.0012586471426547468,0.00036110652734350885,0.0017238385261225625,0.00044515746340039185,0.0006293235713273734,0.00018055326367175442,0.0008619192630612813,0.9998779296875,0.0003860202221885229,0.9996337890625,1.0,0.9989002346992493,0.004029578536623352,0.9961927819252014,1.0005627140402793,0.9901131153106689,0.01601819007759005,0.9799039269983768,0.9981207130849362,3.5829335689544677,0.37480696059824253,3.3604059106111523,3.796948902606964,0.44786669611930846,0.04685087007478032,0.42005073882639404,0.4746186128258705
scaling-tuned-adamw-10seeds-v1,cell-006-f100eb25da99,C32-d8-L2-H1-m4-ffn16,6,32,8,8,4,1,True,16,0.003,0,10,0;1;2;3;4;5;6;7;8;9,2.1180388808250425,1.2689449249757696,1.474640246629715,2.9436740657687186,1.0590194404125213,0.6344724624878848,0.7373201233148575,1.4718370328843593,0.50369873046875,0.046762722263614095,0.475341796875,0.5302490234375,0.00790210992563516,0.10801169286602112,-0.05702533340081572,0.06831798298167967,0.015500991605222225,0.08879752394259392,-0.03550306902732699,0.06815207204315807,6.438348388671875,0.30769976189340614,6.256902428865433,6.617047309875488,0.8047935485839843,0.03846247023667577,0.7821128036081791,0.827130913734436
scaling-tuned-adamw-10seeds-v1,cell-006-f100eb25da99,C32-d8-L2-H1-m4-ffn16,6,32,8,8,4,1,True,16,0.003,25,10,0;1;2;3;4;5;6;7;8;9,0.8855723798274994,0.06038252597527474,0.8499041791260242,0.9207506749033927,0.4427861899137497,0.03019126298763737,0.4249520895630121,0.46037533745169634,0.6378173828125,0.03942394457425502,0.6140255737304688,0.6599734497070312,0.11105899643152953,0.05642004326944553,0.07863793738652021,0.14516123680863527,0.09845232851803302,0.05180035419578165,0.06832933868281545,0.12879356204532086,6.371999216079712,0.3493515562885772,6.1659113073349,6.57484750032425,0.796499902009964,0.04366894453607215,0.7707389134168625,0.8218559375405312
scaling-tuned-adamw-10seeds-v1,cell-006-f100eb25da99,C32-d8-L2-H1-m4-ffn16,6,32,8,8,4,1,True,16,0.003,50,10,0;1;2;3;4;5;6;7;8;9,0.7776141583919525,0.08271401907969182,0.7308005511760711,0.8273772972822189,0.38880707919597624,0.04135700953984591,0.36540027558803556,0.41368864864110944,0.69578857421875,0.04211264393734901,0.6701171875,0.7193359375,0.21959807723760605,0.08483821711712626,0.16806184682995082,0.2669952598959205,0.19852321594953537,0.0878615548300969,0.14617972042411564,0.2486916166171431,6.2452106952667235,0.4238449464823135,5.994099212884904,6.488813664913177,0.7806513369083404,0.05298061831028919,0.749262401610613,0.8111017081141472
scaling-tuned-adamw-10seeds-v1,cell-006-f100eb25da99,C32-d8-L2-H1-m4-ffn16,6,32,8,8,4,1,True,16,0.003,100,10,0;1;2;3;4;5;6;7;8;9,0.5373630374670029,0.19643001296627882,0.4263594248890877,0.6549715288728475,0.26868151873350143,0.09821500648313941,0.21317971244454384,0.32748576443642374,0.801708984375,0.08490994654011615,0.7506826782226563,0.8495852661132812,0.4685103103518486,0.20731172413689894,0.3444071123749018,0.5855598395317793,0.4567472532391548,0.22288808513865102,0.32306219842284917,0.5826207594573497,5.842732286453247,0.604019068631913,5.481551837921143,6.186267035007476,0.7303415358066558,0.07550238357898913,0.6851939797401428,0.7732833793759345
scaling-tuned-adamw-10seeds-v1,cell-006-f100eb25da99,C32-d8-L2-H1-m4-ffn16,6,32,8,8,4,1,True,16,0.003,200,10,0;1;2;3;4;5;6;7;8;9,0.2089995216578245,0.25050551177299923,0.07466249424498529,0.3671010528039186,0.10449976082891226,0.12525275588649962,0.037331247122492646,0.1835505264019593,0.927880859375,0.09515084487772468,0.867698974609375,0.9785165405273437,0.7992279589176178,0.25625469844831594,0.6367306201159955,0.9355326083302498,0.7957742512226105,0.26812649142904416,0.6276056374609471,0.939368623048067,5.246494626998901,0.5148335642985165,4.96294704914093,5.561515281200409,0.6558118283748626,0.06435419553731456,0.6203683811426163,0.6951894101500511
scaling-tuned-adamw-10seeds-v1,cell-006-f100eb25da99,C32-d8-L2-H1-m4-ffn16,6,32,8,8,4,1,True,16,0.003,400,10,0;1;2;3;4;5;6;7;8;9,0.023533458984456957,0.05354320585135991,0.003473372707376259,0.058756701089441775,0.011766729492228479,0.026771602925679955,0.0017366863536881294,0.029378350544720887,0.9937744140625,0.015477330389416023,0.98367919921875,0.99935302734375,0.980693656206131,0.05242890354666326,0.9466494631767273,0.9989929004013538,0.9835350155830384,0.0576465799428753,0.9443979516625405,1.009117562174797,4.978777742385864,0.4371829917023293,4.723400387763977,5.228942664861678,0.622347217798233,0.054647873962791166,0.5904250484704971,0.6536178331077097
scaling-tuned-adamw-10seeds-v1,cell-006-f100eb25da99,C32-d8-L2-H1-m4-ffn16,6,32,8,8,4,1,True,16,0.003,800,10,0;1;2;3;4;5;6;7;8;9,0.0013653737798449584,0.0020897834916714653,0.0004944729263661429,0.00276111683819181,0.0006826868899224792,0.0010448917458357326,0.00024723646318307145,0.001380558419095905,0.999755859375,0.0004848785517502029,0.9994384765625,0.999951171875,0.9985617697238922,0.003370737247038672,0.9963036705553532,1.0000204677879811,1.0008064925670623,0.016456098940927553,0.9906517243385315,1.00970544308424,4.904758453369141,0.4622189797714358,4.6311357927322385,5.164358294010162,0.6130948066711426,0.05777737247142947,0.5788919740915298,0.6455447867512702
scaling-tuned-adamw-10seeds-v1,cell-007-8736a677897e,C32-d8-L2-H4-m4-ffn16,7,32,8,8,4,4,True,16,0.003,0,10,0;1;2;3;4;5;6;7;8;9,2.1977187275886534,1.4200633988787068,1.4796685546636583,3.126440337002276,1.0988593637943267,0.7100316994393534,0.7398342773318292,1.563220168501138,0.50166015625,0.05838235089899046,0.46571044921875,0.53414306640625,0.00931161129847169,0.13073363439627947,-0.07227605622261761,0.07924074390670283,0.016393362171947957,0.11433420180166967,-0.053534839069470756,0.07937767697963855,6.438348388671875,0.30769976189340614,6.256902428865433,6.617047309875488,0.8047935485839843,0.03846247023667577,0.7821128036081791,0.827130913734436
scaling-tuned-adamw-10seeds-v1,cell-007-8736a677897e,C32-d8-L2-H4-m4-ffn16,7,32,8,8,4,4,True,16,0.003,25,10,0;1;2;3;4;5;6;7;8;9,0.8799767851829529,0.06947756102152956,0.8372066143155098,0.917935229241848,0.43998839259147643,0.03473878051076478,0.4186033071577549,0.458967614620924,0.64381103515625,0.0404491338888093,0.6204464721679688,0.66719970703125,0.11611745171248913,0.07134433090561802,0.07833842163905504,0.16015739561058567,0.10332427527755499,0.0661990390145099,0.06822004644665867,0.14405030889902262,6.34900975227356,0.3636708976259655,6.140976837873459,6.565221928358078,0.793626219034195,0.04545886220324569,0.7676221047341824,0.8206527410447597
scaling-tuned-adamw-10seeds-v1,cell-007-8736a677897e,C32-d8-L2-H4-m4-ffn16,7,32,8,8,4,4,True,16,0.003,50,10,0;1;2;3;4;5;6;7;8;9,0.7788717210292816,0.0813745298595199,0.7295974825322629,0.8242563270032405,0.3894358605146408,0.04068726492975995,0.36479874126613143,0.41212816350162024,0.69600830078125,0.03983476200827016,0.673388671875,0.7199835205078124,0.21366747841238976,0.08638818475823244,0.16412694722414017,0.26455920441076153,0.1898768085986376,0.08836166120890543,0.14045458730310204,0.24345124810934066,6.234431219100952,0.44303926842928854,5.978645224571228,6.496390008926392,0.779303902387619,0.05537990855366107,0.7473306530714035,0.812048751115799
scaling-tuned-adamw-10seeds-v1,cell-007-8736a677897e,C32-d8-L2-H4-m4-ffn16,7,32,8,8,4,4,True,16,0.003,100,10,0;1;2;3;4;5;6;7;8;9,0.6115799963474273,0.15018337745961574,0.521381103247404,0.6952549073100089,0.30578999817371366,0.07509168872980787,0.260690551623702,0.34762745365500447,0.76922607421875,0.06513412422123317,0.7323843383789063,0.8082650756835937,0.3896168678998947,0.15791457590602526,0.30186277329921724,0.4850270780920981,0.3702851966023445,0.1727627890065865,0.2744445515424013,0.4746195054426789,5.900961923599243,0.6274557204197672,5.5153630304336545,6.250936405658722,0.7376202404499054,0.0784319650524709,0.6894203788042068,0.7813670507073402
scaling-tuned-adamw-10seeds-v1,cell-007-8736a677897e,C32-d8-L2-H4-m4-ffn16,7,32,8,8,4,4,True,16,0.003,200,10,0;1;2;3;4;5;6;7;8;9,0.3135805033147335,0.19098485124013795,0.20848958481103183,0.4311859636381268,0.15679025165736676,0.09549242562006897,0.10424479240551592,0.2155929818190634,0.89107666015625,0.07243615840963748,0.8462887573242188,0.9302737426757812,0.6920546740293503,0.19540778066425463,0.5714558647572994,0.7989688247442245,0.6892811119556427,0.21200066085373467,0.5576885163784027,0.8052246674895287,5.141194581985474,0.5793140168483071,4.814650406837464,5.50289269208908,0.6426493227481842,0.07241425210603838,0.601831300854683,0.687861586511135
scaling-tuned-adamw-10seeds-v1,cell-007-8736a677897e,C32-d8-L2-H4-m4-ffn16,7,32,8,8,4,4,True,16,0.003,400,10,0;1;2;3;4;5;6;7;8;9,0.09663372077047824,0.09234525829041966,0.049370479099452504,0.15755858902819447,0.04831686038523912,0.04617262914520983,0.024685239549726252,0.07877929451409724,0.970166015625,0.02912190499367231,0.9509640502929688,0.98489990234375,0.9061290204524994,0.08928450140139438,0.8473872649669647,0.9518254901468753,0.9089575469493866,0.10064195198355243,0.8435746788978576,0.9620025292038917,4.595153379440307,0.4671942201636559,4.31603307723999,4.865430406332016,0.5743941724300384,0.05839927752045699,0.5395041346549988,0.608178800791502
scaling-tuned-adamw-10seeds-v1,cell-007-8736a677897e,C32-d8-L2-H4-m4-ffn16,7,32,8,8,4,4,True,16,0.003,800,10,0;1;2;3;4;5;6;7;8;9,0.021390078589320183,0.018802437199946093,0.011407086891122164,0.033391216427553445,0.010695039294660091,0.009401218599973046,0.005703543445561082,0.016695608213776723,0.99381103515625,0.005649641833397882,0.99014892578125,0.99681396484375,0.9784067809581757,0.018773960360923183,0.966811569184065,0.9885133147239685,0.9795289218425751,0.032247941266555405,0.9598005652427674,0.9974196599423886,4.3415099620819095,0.5373118982079077,4.01555109500885,4.645274637341499,0.5426887452602387,0.06716398727598846,0.5019438868761062,0.5806593296676874
scaling-tuned-adamw-10seeds-v1,cell-008-b0acb3f0bc5a,C32-d32-L2-H1-m4-ffnnone,8,32,32,32,1,1,False,,0.003,0,10,0;1;2;3;4;5;6;7;8;9,1.6162036061286926,0.6994485647118105,1.3215989857912063,2.0858736395835877,0.8081018030643463,0.34972428235590525,0.6607994928956031,1.0429368197917939,0.49073486328125,0.04787319844682297,0.46427001953125,0.5197882080078124,-0.019965722411870956,0.09614291608448082,-0.07330948446877299,0.039181048246100504,-0.014517823979258538,0.07710482133228976,-0.05822571595199406,0.03159770361147783,15.79993715286255,0.49330905004060904,15.510183732509613,16.09380250453949,0.49374803602695466,0.015415907813769033,0.4846932416409254,0.502931328266859
scaling-tuned-adamw-10seeds-v1,cell-008-b0acb3f0bc5a,C32-d32-L2-H1-m4-ffnnone,8,32,32,32,1,1,False,,0.003,25,10,0;1;2;3;4;5;6;7;8;9,0.7219417095184326,0.048875121332656715,0.6950229598581791,0.751749756783247,0.3609708547592163,0.024437560666328358,0.34751147992908954,0.3758748783916235,0.7192626953125,0.02579327697739205,0.70345458984375,0.7333740234375,0.2893276304006577,0.054016677406530066,0.2562764885276556,0.31892115227878093,0.25811525285243986,0.05697411880663707,0.223352360278368,0.29000737607479093,15.409377288818359,0.47107064723953324,15.128803441524505,15.682395832538605,0.4815430402755737,0.014720957726235414,0.4727751075476408,0.4900748697668314
scaling-tuned-adamw-10seeds-v1,cell-008-b0acb3f0bc5a,C32-d32-L2-H1-m4-ffnnone,8,32,32,32,1,1,False,,0.003,50,10,0;1;2;3;4;5;6;7;8;9,0.2777892373502254,0.1475206744893297,0.19443003384396437,0.3674149905145168,0.1388946186751127,0.07376033724466485,0.09721501692198219,0.1837074952572584,0.91766357421875,0.058879670381513864,0.8814071655273438,0.9502569580078124,0.741918683052063,0.16510328678939415,0.6403973989188672,0.8354068844020366,0.7361870557069778,0.16922118658689933,0.6327561068534852,0.8313972559571264,13.732758045196533,0.6421765842845841,13.38832274913788,14.132078852653503,0.42914868891239166,0.020068018258893254,0.41838508591055873,0.441627464145422
scaling-tuned-adamw-10seeds-v1,cell-008-b0acb3f0bc5a,C32-d32-L2-H1-m4-ffnnone,8,32,32,32,1,1,False,,0.003,100,10,0;1;2;3;4;5;6;7;8;9,0.0071970730903558435,0.006817236818798071,0.003518718631530647,0.011487511676677956,0.0035985365451779217,0.0034086184093990355,0.0017593593157653234,0.005743755838338978,0.99984130859375,0.0003101536295598878,0.9996337890625,0.99998779296875,0.9993979871273041,0.00812607695351908,0.9941865256428718,1.0035426500439644,0.9995763182640076,0.011472092300458975,0.9929844498634338,1.0063134837150574,12.470368576049804,0.39743014541601546,12.238700678348541,12.702113211154938,0.3896990180015564,0.012419692044250483,0.3824593961983919,0.3969410378485918
scaling-tuned-adamw-10seeds-v1,cell-008-b0acb3f0bc5a,C32-d32-L2-H1-m4-ffnnone,8,32,32,32,1,1,False,,0.003,200,10,0;1;2;3;4;5;6;7;8;9,0.0013361032528337092,0.001133288532095618,0.0007224400993436575,0.0020642595909885117,0.0006680516264168546,0.000566644266047809,0.00036122004967182876,0.0010321297954942559,0.99990234375,0.0003088161777508183,0.99970703125,1.0,0.9992900669574738,0.0031398977629470935,0.9974709843099117,1.0011338974535466,1.0003064036369325,0.007821580200011134,0.9956184366345406,1.0048336243629454,12.419674015045166,0.3921928495294265,12.192578010559082,12.652140829563141,0.3881148129701614,0.012256026547794579,0.3810180628299713,0.39537940092384816
scaling-tuned-adamw-10seeds-v1,cell-008-b0acb3f0bc5a,C32-d32-L2-H1-m4-ffnnone,8,32,32,32,1,1,False,,0.003,400,10,0;1;2;3;4;5;6;7;8;9,0.00027553852123674005,0.00015775309195178294,0.00019213585655961652,0.0003760440740734339,0.00013776926061837003,7.887654597589147e-05,9.606792827980826e-05,0.00018802203703671694,1.0,0.0,1.0,1.0,1.0010229170322418,0.0013077518458926073,1.0002919848263263,1.0018177150189875,1.0019708096981048,0.007505269187861369,0.9972729754447938,1.0061384719610216,12.361828517913818,0.3839320127725599,12.139889359474182,12.5884024477005,0.3863071411848068,0.011997875399142497,0.3793715424835682,0.3933875764906406
scaling-tuned-adamw-10seeds-v1,cell-008-b0acb3f0bc5a,C32-d32-L2-H1-m4-ffnnone,8,32,32,32,1,1,False,,0.003,800,10,0;1;2;3;4;5;6;7;8;9,7.886648418207188e-05,3.5736212720529076e-05,5.943178379311576e-05,0.00010135625509064988,3.943324209103594e-05,1.7868106360264538e-05,2.971589189655788e-05,5.067812754532494e-05,1.0,0.0,1.0,1.0,1.0006543159484864,0.0010445838835041767,1.000030267238617,1.0012564301490783,1.0016084015369415,0.007688878481691954,0.9969609089195728,1.0060341656208038,12.323666858673096,0.38244685285810337,12.104699351787566,12.55126756668091,0.38511458933353426,0.01195146415181573,0.37827185474336145,0.3922271114587784
scaling-tuned-adamw-10seeds-v1,cell-009-ab32a69e245d,C32-d32-L2-H4-m4-ffnnone,9,32,32,32,1,4,False,,0.003,0,10,0;1;2;3;4;5;6;7;8;9,1.6241851925849915,0.6753753993498185,1.3284944534301757,2.0737720242142674,0.8120925962924957,0.33768769967490925,0.6642472267150878,1.0368860121071337,0.4845947265625,0.0466284732973734,0.4582275390625,0.51246337890625,-0.016807159502059223,0.08367379604458908,-0.06261475601699201,0.03506688236957405,-0.012148555275052786,0.0630219540826747,-0.04617962123826143,0.02607740583829578,15.79993715286255,0.49330905004060904,15.510183732509613,16.09380250453949,0.49374803602695466,0.015415907813769033,0.4846932416409254,0.502931328266859
scaling-tuned-adamw-10seeds-v1,cell-009-ab32a69e245d,C32-d32-L2-H4-m4-ffnnone,9,32,32,32,1,4,False,,0.003,25,10,0;1;2;3;4;5;6;7;8;9,0.7208126068115235,0.04627051919473274,0.6942804045975208,0.7491733755171299,0.36040630340576174,0.02313525959736637,0.3471402022987604,0.37458668775856496,0.72039794921875,0.02416089506946171,0.70562744140625,0.7341555786132812,0.28822643756866456,0.03836640251177787,0.26378554105758667,0.3082271272689104,0.2593606248497963,0.03994699514496503,0.23437833968549968,0.2807473792135715,15.468056106567383,0.5573105532698286,15.138632290363311,15.785679149627686,0.4833767533302307,0.017415954789682143,0.4730822590738535,0.4933024734258652
scaling-tuned-adamw-10seeds-v1,cell-009-ab32a69e245d,C32-d32-L2-H4-m4-ffnnone,9,32,32,32,1,4,False,,0.003,50,10,0;1;2;3;4;5;6;7;8;9,0.4104000449180603,0.1345290413892926,0.3333573282510042,0.490545885413885,0.20520002245903016,0.0672645206946463,0.1666786641255021,0.2452729427069425,0.86575927734375,0.05939177699952368,0.8294552612304688,0.8990972900390624,0.5862433105707169,0.14682234556277526,0.5009325978904963,0.6724349807202815,0.5926849246025085,0.16057851719139257,0.5009482146799564,0.686963732689619,14.107402515411376,0.8394206721444913,13.602696514129638,14.582018496990203,0.4408563286066055,0.026231896004515354,0.4250842660665512,0.45568807803094386
scaling-tuned-adamw-10seeds-v1,cell-009-ab32a69e245d,C32-d32-L2-H4-m4-ffnnone,9,32,32,32,1,4,False,,0.003,100,10,0;1;2;3;4;5;6;7;8;9,0.030807949230074884,0.027221643923073035,0.017770484634675086,0.048691439609974616,0.015403974615037442,0.013610821961536517,0.008885242317337543,0.024345719804987308,0.99696044921875,0.005068964725017026,0.9936279296875,0.99896240234375,0.9845449149608612,0.022395108926250507,0.9696837159991264,0.9954534031450748,0.9943055748939514,0.022995937402021265,0.9804569701850414,1.0074049328267574,12.320802116394043,0.6116091113079084,11.97421676158905,12.688709924221039,0.38502506613731385,0.019112784728372138,0.3741942737996578,0.39652218513190746
scaling-tuned-adamw-10seeds-v1,cell-009-ab32a69e245d,C32-d32-L2-H4-m4-ffnnone,9,32,32,32,1,4,False,,0.003,200,10,0;1;2;3;4;5;6;7;8;9,0.0025748430634848773,0.0013955704326517285,0.0017825816432014108,0.003409139879513531,0.0012874215317424387,0.0006977852163258643,0.0008912908216007054,0.0017045699397567654,0.99986572265625,0.0002786603787152333,0.9996826171875,1.0,0.9988590538501739,0.004249960050191236,0.996281994432211,1.0012412598729132,1.0006530940532685,0.013458545048177685,0.9921675628423691,1.0078197824954986,11.972981262207032,0.6577613884287111,11.582317485809327,12.352692005634308,0.37415566444396975,0.020555043388397223,0.36194742143154146,0.38602162517607214
scaling-tuned-adamw-10seeds-v1,cell-009-ab32a69e245d,C32-d32-L2-H4-m4-ffnnone,9,32,32,32,1,4,False,,0.003,400,10,0;1;2;3;4;5;6;7;8;9,0.0007054439382045529,0.00042180208613248134,0.0004750340984537617,0.0009608698208467103,0.00035272196910227647,0.00021090104306624067,0.00023751704922688084,0.00048043491042335516,0.99996337890625,8.239118136115147e-05,0.99991455078125,1.0,0.9998492181301117,0.002760255110294059,0.9982156038284302,1.0014393562078476,1.001122111082077,0.011968228344336255,0.993787928968668,1.007783882468939,11.731621360778808,0.6963443811251661,11.308558292388916,12.123316349983215,0.36661316752433776,0.02176076191016144,0.35339244663715363,0.37885363593697546
scaling-tuned-adamw-10seeds-v1,cell-009-ab32a69e245d,C32-d32-L2-H4-m4-ffnnone,9,32,32,32,1,4,False,,0.003,800,10,0;1;2;3;4;5;6;7;8;9,0.0006660837934759911,0.0012488652533416578,0.00014320898486403167,0.0014797817609360207,0.00033304189673799556,0.0006244326266708289,7.160449243201583e-05,0.0007398908804680103,0.99984130859375,0.0003904978227216822,0.99959716796875,1.0,0.9984093904495239,0.004318490140577833,0.9955795645713806,1.000469599366188,0.9998531103134155,0.01045597640604151,0.9935590711236,1.0058895802497863,11.469383430480956,0.7260459084162948,11.024749565124512,11.86877420425415,0.3584182322025299,0.022688934638009212,0.344523423910141,0.3708991938829422
scaling-tuned-adamw-10seeds-v1,cell-010-e2d6e09349f6,C128-d32-L2-H1-m4-ffnnone,10,128,32,32,4,1,False,,0.003,0,10,0;1;2;3;4;5;6;7;8;9,1.750114631652832,0.4915047918324439,1.4780943918228149,2.051045966744421,0.875057315826416,0.24575239591622194,0.7390471959114074,1.0255229833722106,0.4877197265625,0.04642119258774357,0.46155853271484376,0.51531982421875,-0.010657153092324734,0.13620875395875917,-0.08199459028430282,0.07634129128418862,-0.0080005512223579,0.10670487406200918,-0.06398207519989227,0.06020046006888151,25.303189277648926,0.37397308872812374,25.09077431201935,25.526066117286682,0.7907246649265289,0.011686659022753867,0.7840866972506046,0.7976895661652088
scaling-tuned-adamw-10seeds-v1,cell-010-e2d6e09349f6,C128-d32-L2-H1-m4-ffnnone,10,128,32,32,4,1,False,,0.003,25,10,0;1;2;3;4;5;6;7;8;9,0.7577535510063171,0.03609948915268156,0.7362549066543579,0.7786642669141293,0.37887677550315857,0.01804974457634078,0.36812745332717894,0.38933213345706463,0.70523681640625,0.016911724654359212,0.69490966796875,0.71485595703125,0.24958001226186752,0.03463578597786127,0.22993430353701114,0.2708843817934393,0.20806609764695166,0.051756141705678035,0.17719479935243726,0.23816807322204103,24.964055252075195,0.35930450773608463,24.762379269599915,25.185115303993225,0.7801267266273498,0.011228265866752645,0.7738243521749973,0.7870348532497883
scaling-tuned-adamw-10seeds-v1,cell-010-e2d6e09349f6,C128-d32-L2-H1-m4-ffnnone,10,128,32,32,4,1,False,,0.003,50,10,0;1;2;3;4;5;6;7;8;9,0.45830639004707335,0.13518615582940102,0.379605435654521,0.5385878562927247,0.22915319502353668,0.06759307791470051,0.1898027178272605,0.2692939281463623,0.84208984375,0.06087403320721488,0.8053952026367188,0.8768072509765624,0.5325162947177887,0.13492268373067656,0.4540216845273972,0.6131093721091746,0.5125496864318848,0.1485963538008686,0.42500054046511654,0.5995838008075952,23.30474967956543,0.7826088524752759,22.85597340106964,23.765283508300783,0.7282734274864197,0.024456526639852372,0.7142491687834263,0.7426651096343995
scaling-tuned-adamw-10seeds-v1,cell-010-e2d6e09349f6,C128-d32-L2-H1-m4-ffnnone,10,128,32,32,4,1,False,,0.003,100,10,0;1;2;3;4;5;6;7;8;9,0.020578351942822336,0.011502587376282724,0.013983955553267152,0.02739119616220705,0.010289175971411168,0.005751293688141362,0.006991977776633576,0.013695598081103525,0.99871826171875,0.0008617276442280017,0.998193359375,0.9991943359375,0.9852260529994965,0.019037685573358658,0.9741426852345467,0.996302741765976,0.9813062191009522,0.02860503551200554,0.9640229961276054,0.9969340264797211,19.561522674560546,1.2331234572794219,18.88054962158203,20.318213644027708,0.6112975835800171,0.03853510803998193,0.5900171756744385,0.6349441763758659
scaling-tuned-adamw-10seeds-v1,cell-010-e2d6e09349f6,C128-d32-L2-H1-m4-ffnnone,10,128,32,32,4,1,False,,0.003,200,10,0;1;2;3;4;5;6;7;8;9,0.0031136202625930308,0.0013969653520586659,0.00235772046726197,0.003967322260723448,0.0015568101312965154,0.0006984826760293329,0.001178860233630985,0.001983661130361724,0.99964599609375,0.0003879455220232106,0.9993896484375,0.9998291015625,1.0001996159553528,0.0030498834372064383,0.9986154186725616,1.002178373634815,0.9994845807552337,0.009767848508426352,0.9938803255558014,1.0052552646398545,19.143259048461914,1.2134771791352605,18.468204331398013,19.88282130241394,0.5982268452644348,0.03792116184797689,0.5771313853561879,0.6213381657004357
