arm,causal_distractor_effect,causal_slot_s_key,causal_target_effect,distractor_key_attention,distractor_value_attention,head,layer,path_scope,seed,step,target_key_attention,target_key_score_margin,target_value_attention
standard,-0.2744699716567993,1.692437767982483,1.4179677963256836,0.04003369063138962,0.01413982268422842,0,2,query-row-to-full-card-direct-edges-all-layers,103,800,0.05412435531616211,-0.17059707641601562,0.023079602047801018
standard,-0.2744699716567993,1.692437767982483,1.4179677963256836,0.03922681137919426,0.017925750464200974,1,2,query-row-to-full-card-direct-edges-all-layers,103,800,0.05804843455553055,0.20111298561096191,0.025475263595581055
standard,-0.2744699716567993,1.692437767982483,1.4179677963256836,0.04973968118429184,0.01967233419418335,2,2,query-row-to-full-card-direct-edges-all-layers,103,800,0.05655720829963684,0.18158197402954102,0.03308498114347458
standard,-0.2744699716567993,1.692437767982483,1.4179677963256836,0.0391862653195858,0.015524565242230892,3,2,query-row-to-full-card-direct-edges-all-layers,103,800,0.030545659363269806,0.03163337707519531,0.024513470008969307
standard,-0.2744699716567993,1.692437767982483,1.4179677963256836,0.04790763184428215,0.024058669805526733,0,3,query-row-to-full-card-direct-edges-all-layers,103,800,0.05281588062644005,0.00583338737487793,0.0278148353099823
standard,-0.2744699716567993,1.692437767982483,1.4179677963256836,0.03808724135160446,0.014752255752682686,1,3,query-row-to-full-card-direct-edges-all-layers,103,800,0.05053466185927391,-0.16651558876037598,0.01799749583005905
standard,-0.2744699716567993,1.692437767982483,1.4179677963256836,0.0429258719086647,0.01152785774320364,2,3,query-row-to-full-card-direct-edges-all-layers,103,800,0.05701962113380432,0.11817073822021484,0.01415819488465786
standard,-0.2744699716567993,1.692437767982483,1.4179677963256836,0.03837910294532776,0.019221555441617966,3,3,query-row-to-full-card-direct-edges-all-layers,103,800,0.0462508425116539,0.004397392272949219,0.02863573655486107
standard,2.737783193588257,-0.02739405632019043,2.7103891372680664,0.029279399663209915,0.044224511831998825,0,0,query-row-to-full-card-direct-edges-all-layers,103,1600,0.06072726100683212,0.18345582485198975,0.09685412794351578
standard,2.737783193588257,-0.02739405632019043,2.7103891372680664,0.03977000713348389,0.10261364281177521,1,0,query-row-to-full-card-direct-edges-all-layers,103,1600,0.024353457614779472,-0.2141021490097046,0.09725481271743774
standard,2.737783193588257,-0.02739405632019043,2.7103891372680664,0.06321142613887787,0.009063479490578175,2,0,query-row-to-full-card-direct-edges-all-layers,103,1600,0.10293103009462357,0.12300229072570801,0.006979356054216623
standard,2.737783193588257,-0.02739405632019043,2.7103891372680664,0.04436686635017395,0.09025030583143234,3,0,query-row-to-full-card-direct-edges-all-layers,103,1600,0.03160011023283005,-0.05037522315979004,0.0960254818201065
standard,2.737783193588257,-0.02739405632019043,2.7103891372680664,0.1856137365102768,0.001458578510209918,0,1,query-row-to-full-card-direct-edges-all-layers,103,1600,0.04077577590942383,2.004519462585449,0.014342169277369976
standard,2.737783193588257,-0.02739405632019043,2.7103891372680664,0.1873273253440857,0.001094070845283568,1,1,query-row-to-full-card-direct-edges-all-layers,103,1600,0.049059174954891205,1.8346309661865234,0.011829393915832043
standard,2.737783193588257,-0.02739405632019043,2.7103891372680664,0.1770361363887787,0.0014815025497227907,2,1,query-row-to-full-card-direct-edges-all-layers,103,1600,0.039980676025152206,2.3235278129577637,0.01695295237004757
standard,2.737783193588257,-0.02739405632019043,2.7103891372680664,0.17661891877651215,0.0012589608086273074,3,1,query-row-to-full-card-direct-edges-all-layers,103,1600,0.04159190133213997,2.5979881286621094,0.018290821462869644
standard,2.737783193588257,-0.02739405632019043,2.7103891372680664,0.030592432245612144,0.014777394942939281,0,2,query-row-to-full-card-direct-edges-all-layers,103,1600,0.018613487482070923,-0.4201083183288574,0.01462160237133503
standard,2.737783193588257,-0.02739405632019043,2.7103891372680664,0.03856554999947548,0.018752921372652054,1,2,query-row-to-full-card-direct-edges-all-layers,103,1600,0.09062375128269196,0.04517465829849243,0.011087433435022831
standard,2.737783193588257,-0.02739405632019043,2.7103891372680664,0.061765119433403015,0.015394769608974457,2,2,query-row-to-full-card-direct-edges-all-layers,103,1600,0.06384614109992981,0.05442628264427185,0.018196120858192444
standard,2.737783193588257,-0.02739405632019043,2.7103891372680664,0.04252850264310837,0.03027481399476528,3,2,query-row-to-full-card-direct-edges-all-layers,103,1600,0.036473628133535385,-0.3225782513618469,0.016086919233202934
standard,2.737783193588257,-0.02739405632019043,2.7103891372680664,0.09223179519176483,0.023219596594572067,0,3,query-row-to-full-card-direct-edges-all-layers,103,1600,0.10239070653915405,0.20416614413261414,0.02613026276230812
standard,2.737783193588257,-0.02739405632019043,2.7103891372680664,0.09340091794729233,0.01769792102277279,1,3,query-row-to-full-card-direct-edges-all-layers,103,1600,0.10720103979110718,0.1322113275527954,0.016499660909175873
standard,2.737783193588257,-0.02739405632019043,2.7103891372680664,0.08764541149139404,0.028259282931685448,2,3,query-row-to-full-card-direct-edges-all-layers,103,1600,0.10543426871299744,0.05045431852340698,0.027831342071294785
standard,2.737783193588257,-0.02739405632019043,2.7103891372680664,0.08616864681243896,0.024690505117177963,3,3,query-row-to-full-card-direct-edges-all-layers,103,1600,0.11111289262771606,0.12863793969154358,0.030025940388441086
standard,2.8281874656677246,0.32259273529052734,3.150780200958252,0.02471018396317959,0.047511518001556396,0,0,query-row-to-full-card-direct-edges-all-layers,103,3200,0.028196079656481743,0.17076683044433594,0.09333129227161407
standard,2.8281874656677246,0.32259273529052734,3.150780200958252,0.07043393701314926,0.06181683763861656,1,0,query-row-to-full-card-direct-edges-all-layers,103,3200,0.07548050582408905,0.6552020311355591,0.06159263849258423
standard,2.8281874656677246,0.32259273529052734,3.150780200958252,0.05469701811671257,0.006454978138208389,2,0,query-row-to-full-card-direct-edges-all-layers,103,3200,0.10092726349830627,-0.16824638843536377,0.006841262336820364
standard,2.8281874656677246,0.32259273529052734,3.150780200958252,0.062066253274679184,0.06933347135782242,3,0,query-row-to-full-card-direct-edges-all-layers,103,3200,0.05509643256664276,0.23054179549217224,0.06971431523561478
standard,2.8281874656677246,0.32259273529052734,3.150780200958252,0.20898157358169556,0.0007136394269764423,0,1,query-row-to-full-card-direct-edges-all-layers,103,3200,0.05296250432729721,7.336394309997559,1.2150451311754296e-06
standard,2.8281874656677246,0.32259273529052734,3.150780200958252,0.2135871946811676,0.0001789687667042017,1,1,query-row-to-full-card-direct-edges-all-layers,103,3200,0.055878981947898865,7.5307297706604,5.274914656183682e-07
standard,2.8281874656677246,0.32259273529052734,3.150780200958252,0.21197937428951263,0.0001507872948423028,2,1,query-row-to-full-card-direct-edges-all-layers,103,3200,0.04851184040307999,7.566624164581299,5.555385769184795e-07
standard,2.8281874656677246,0.32259273529052734,3.150780200958252,0.22035549581050873,2.1741110685979947e-05,3,1,query-row-to-full-card-direct-edges-all-layers,103,3200,0.04215956851840019,7.769975662231445,2.9227700792944233e-07
standard,2.8281874656677246,0.32259273529052734,3.150780200958252,0.041686516255140305,0.019104018807411194,0,2,query-row-to-full-card-direct-edges-all-layers,103,3200,0.021191786974668503,-0.4253048300743103,0.014518681913614273
standard,2.8281874656677246,0.32259273529052734,3.150780200958252,0.05707959458231926,0.02887856587767601,1,2,query-row-to-full-card-direct-edges-all-layers,103,3200,0.02544957399368286,-0.40113580226898193,0.013956808485090733
standard,2.8281874656677246,0.32259273529052734,3.150780200958252,0.06510556489229202,0.022631019353866577,2,2,query-row-to-full-card-direct-edges-all-layers,103,3200,0.03163483738899231,-0.3817104399204254,0.020539280027151108
standard,2.8281874656677246,0.32259273529052734,3.150780200958252,0.0626608207821846,0.03248380869626999,3,2,query-row-to-full-card-direct-edges-all-layers,103,3200,0.04328424483537674,-0.1532306671142578,0.02570970356464386
standard,2.8281874656677246,0.32259273529052734,3.150780200958252,0.08190242201089859,0.040891651064157486,0,3,query-row-to-full-card-direct-edges-all-layers,103,3200,0.09503544121980667,0.35069459676742554,0.040944699198007584
standard,2.8281874656677246,0.32259273529052734,3.150780200958252,0.08285471796989441,0.04160497337579727,1,3,query-row-to-full-card-direct-edges-all-layers,103,3200,0.10427722334861755,0.3821795880794525,0.043339114636182785
standard,2.8281874656677246,0.32259273529052734,3.150780200958252,0.07393759489059448,0.04463958740234375,2,3,query-row-to-full-card-direct-edges-all-layers,103,3200,0.08911896497011185,0.4746747612953186,0.04548764228820801
standard,2.8281874656677246,0.32259273529052734,3.150780200958252,0.08570210635662079,0.04049479588866234,3,3,query-row-to-full-card-direct-edges-all-layers,103,3200,0.10706426203250885,0.561174213886261,0.052189335227012634
standard,-0.0006470779771916568,0.010041485540568829,0.009394407272338867,0.06298941373825073,0.06328901648521423,0,0,query-row-to-full-card-direct-edges-all-layers,104,0,0.06429718434810638,0.013714715838432312,0.0629868432879448
standard,-0.0006470779771916568,0.010041485540568829,0.009394407272338867,0.06315231323242188,0.06293384730815887,1,0,query-row-to-full-card-direct-edges-all-layers,104,0,0.06370702385902405,0.010901201516389847,0.06279537081718445
standard,-0.0006470779771916568,0.010041485540568829,0.009394407272338867,0.06320193409919739,0.06328331679105759,2,0,query-row-to-full-card-direct-edges-all-layers,104,0,0.06288717687129974,-0.012424258515238762,0.06230968236923218
standard,-0.0006470779771916568,0.010041485540568829,0.009394407272338867,0.06349504739046097,0.0631183311343193,3,0,query-row-to-full-card-direct-edges-all-layers,104,0,0.06290639191865921,-0.003564016427844763,0.06285326927900314
standard,-0.0006470779771916568,0.010041485540568829,0.009394407272338867,0.0636288970708847,0.06274698674678802,0,1,query-row-to-full-card-direct-edges-all-layers,104,0,0.06275433301925659,-0.011148601770401001,0.06346338242292404
standard,-0.0006470779771916568,0.010041485540568829,0.009394407272338867,0.06317023932933807,0.06306663155555725,1,1,query-row-to-full-card-direct-edges-all-layers,104,0,0.06365497410297394,0.007050147280097008,0.06316603720188141
standard,-0.0006470779771916568,0.010041485540568829,0.009394407272338867,0.0634707361459732,0.06270325183868408,2,1,query-row-to-full-card-direct-edges-all-layers,104,0,0.06361894309520721,-0.002494643209502101,0.06315059214830399
standard,-0.0006470779771916568,0.010041485540568829,0.009394407272338867,0.06306548416614532,0.06323917210102081,3,1,query-row-to-full-card-direct-edges-all-layers,104,0,0.06387075036764145,0.010635284706950188,0.06338029354810715
standard,-0.0006470779771916568,0.010041485540568829,0.009394407272338867,0.06282281875610352,0.06332039088010788,0,2,query-row-to-full-card-direct-edges-all-layers,104,0,0.06379742175340652,0.015103381127119064,0.06267707049846649
standard,-0.0006470779771916568,0.010041485540568829,0.009394407272338867,0.06326400488615036,0.0627429410815239,1,2,query-row-to-full-card-direct-edges-all-layers,104,0,0.06331560760736465,-0.00016061123460531235,0.06355404853820801
standard,-0.0006470779771916568,0.010041485540568829,0.009394407272338867,0.06385950744152069,0.06270509213209152,2,2,query-row-to-full-card-direct-edges-all-layers,104,0,0.06339550018310547,-0.0060435207560658455,0.06285616755485535
standard,-0.0006470779771916568,0.010041485540568829,0.009394407272338867,0.06307175010442734,0.0629875659942627,3,2,query-row-to-full-card-direct-edges-all-layers,104,0,0.06381620466709137,0.014640250243246555,0.06327575445175171
standard,-0.0006470779771916568,0.010041485540568829,0.009394407272338867,0.0627090185880661,0.06335680186748505,0,3,query-row-to-full-card-direct-edges-all-layers,104,0,0.06345783919095993,0.016119277104735374,0.0633387565612793
standard,-0.0006470779771916568,0.010041485540568829,0.009394407272338867,0.06343120336532593,0.06352554261684418,1,3,query-row-to-full-card-direct-edges-all-layers,104,0,0.06278025358915329,-0.012969414703547955,0.06306986510753632
standard,-0.0006470779771916568,0.010041485540568829,0.009394407272338867,0.06366294622421265,0.06337957829236984,2,3,query-row-to-full-card-direct-edges-all-layers,104,0,0.06307961791753769,-0.005827411077916622,0.06405768543481827
standard,-0.0006470779771916568,0.010041485540568829,0.009394407272338867,0.06373493373394012,0.06299086660146713,3,3,query-row-to-full-card-direct-edges-all-layers,104,0,0.06407133489847183,0.001124049536883831,0.06331072747707367
standard,-0.08279207348823547,0.4920463562011719,0.4092542827129364,0.018567778170108795,0.13688552379608154,0,0,query-row-to-full-card-direct-edges-all-layers,104,200,0.020978843793272972,0.10902023315429688,0.12689688801765442
standard,-0.08279207348823547,0.4920463562011719,0.4092542827129364,0.015059296041727066,0.1365175098180771,1,0,query-row-to-full-card-direct-edges-all-layers,104,200,0.01536445040255785,-0.009038090705871582,0.14390158653259277
standard,-0.08279207348823547,0.4920463562011719,0.4092542827129364,0.02020324021577835,0.13184300065040588,2,0,query-row-to-full-card-direct-edges-all-layers,104,200,0.020572006702423096,0.04692208766937256,0.13702073693275452
standard,-0.08279207348823547,0.4920463562011719,0.4092542827129364,0.015372785739600658,0.1452445089817047,3,0,query-row-to-full-card-direct-edges-all-layers,104,200,0.017049863934516907,0.04434800148010254,0.1433711051940918
standard,-0.08279207348823547,0.4920463562011719,0.4092542827129364,0.06506416201591492,0.04339900612831116,0,1,query-row-to-full-card-direct-edges-all-layers,104,200,0.061380140483379364,0.03537782281637192,0.03569076210260391
standard,-0.08279207348823547,0.4920463562011719,0.4092542827129364,0.05658514425158501,0.04124598205089569,1,1,query-row-to-full-card-direct-edges-all-layers,104,200,0.04942638427019119,0.012962158769369125,0.03706442564725876
standard,-0.08279207348823547,0.4920463562011719,0.4092542827129364,0.06961652636528015,0.04391299933195114,2,1,query-row-to-full-card-direct-edges-all-layers,104,200,0.05391828343272209,-0.06021225452423096,0.043515268713235855
standard,-0.08279207348823547,0.4920463562011719,0.4092542827129364,0.06350457668304443,0.03974572941660881,3,1,query-row-to-full-card-direct-edges-all-layers,104,200,0.05879323557019234,0.0178067684173584,0.032753221690654755
standard,-0.08279207348823547,0.4920463562011719,0.4092542827129364,0.03758588060736656,0.03858105465769768,0,2,query-row-to-full-card-direct-edges-all-layers,104,200,0.03305912762880325,-0.014730095863342285,0.03578195348381996
standard,-0.08279207348823547,0.4920463562011719,0.4092542827129364,0.03716791793704033,0.03402169793844223,1,2,query-row-to-full-card-direct-edges-all-layers,104,200,0.032878026366233826,-0.04863309860229492,0.03062453120946884
standard,-0.08279207348823547,0.4920463562011719,0.4092542827129364,0.042961955070495605,0.037671998143196106,2,2,query-row-to-full-card-direct-edges-all-layers,104,200,0.03343643248081207,-0.07548284530639648,0.026688767597079277
standard,-0.08279207348823547,0.4920463562011719,0.4092542827129364,0.036312222480773926,0.03905084729194641,3,2,query-row-to-full-card-direct-edges-all-layers,104,200,0.03230627626180649,-0.055242300033569336,0.03523997217416763
standard,-0.08279207348823547,0.4920463562011719,0.4092542827129364,0.03691926598548889,0.03109225258231163,0,3,query-row-to-full-card-direct-edges-all-layers,104,200,0.03212730213999748,-0.033034324645996094,0.02867489866912365
standard,-0.08279207348823547,0.4920463562011719,0.4092542827129364,0.03918413817882538,0.03551144897937775,1,3,query-row-to-full-card-direct-edges-all-layers,104,200,0.03357968106865883,0.02058708667755127,0.03136921674013138
standard,-0.08279207348823547,0.4920463562011719,0.4092542827129364,0.0412268191576004,0.03442426770925522,2,3,query-row-to-full-card-direct-edges-all-layers,104,200,0.034767184406518936,-0.012523174285888672,0.030516065657138824
standard,-0.08279207348823547,0.4920463562011719,0.4092542827129364,0.04561072587966919,0.03313395008444786,3,3,query-row-to-full-card-direct-edges-all-layers,104,200,0.03288134187459946,-0.04052162170410156,0.025699079036712646
standard,-0.157008096575737,0.9172812104225159,0.7602730989456177,0.022255178540945053,0.1258123368024826,0,0,query-row-to-full-card-direct-edges-all-layers,104,400,0.025004813447594643,0.11835086345672607,0.11710026860237122
standard,-0.157008096575737,0.9172812104225159,0.7602730989456177,0.01617571711540222,0.13450926542282104,1,0,query-row-to-full-card-direct-edges-all-layers,104,400,0.017569005489349365,0.05212712287902832,0.13031122088432312
standard,-0.157008096575737,0.9172812104225159,0.7602730989456177,0.025693334639072418,0.12129144370555878,2,0,query-row-to-full-card-direct-edges-all-layers,104,400,0.026769474148750305,0.06619870662689209,0.11964252591133118
standard,-0.157008096575737,0.9172812104225159,0.7602730989456177,0.017723770812153816,0.13911816477775574,3,0,query-row-to-full-card-direct-edges-all-layers,104,400,0.01747894287109375,-0.04400837421417236,0.1286938190460205
standard,-0.157008096575737,0.9172812104225159,0.7602730989456177,0.06364421546459198,0.04040012136101723,0,1,query-row-to-full-card-direct-edges-all-layers,104,400,0.057753223925828934,-0.09558205306529999,0.02819923311471939
standard,-0.157008096575737,0.9172812104225159,0.7602730989456177,0.05888193100690842,0.03835071623325348,1,1,query-row-to-full-card-direct-edges-all-layers,104,400,0.0514264777302742,0.09203404188156128,0.030788730829954147
standard,-0.157008096575737,0.9172812104225159,0.7602730989456177,0.06235542148351669,0.04050908982753754,2,1,query-row-to-full-card-direct-edges-all-layers,104,400,0.059654220938682556,0.001415994018316269,0.032980114221572876
standard,-0.157008096575737,0.9172812104225159,0.7602730989456177,0.06425057351589203,0.03612132370471954,3,1,query-row-to-full-card-direct-edges-all-layers,104,400,0.05636037141084671,0.0648670643568039,0.027039363980293274
standard,-0.157008096575737,0.9172812104225159,0.7602730989456177,0.038556236773729324,0.04049729183316231,0,2,query-row-to-full-card-direct-edges-all-layers,104,400,0.026913829147815704,-0.08674120903015137,0.03300165385007858
standard,-0.157008096575737,0.9172812104225159,0.7602730989456177,0.03325686603784561,0.031280700117349625,1,2,query-row-to-full-card-direct-edges-all-layers,104,400,0.02492404729127884,-0.14146018028259277,0.026296960189938545
standard,-0.157008096575737,0.9172812104225159,0.7602730989456177,0.04001408442854881,0.03064645454287529,2,2,query-row-to-full-card-direct-edges-all-layers,104,400,0.023140471428632736,-0.0018472671508789062,0.019193312153220177
standard,-0.157008096575737,0.9172812104225159,0.7602730989456177,0.035031113773584366,0.03661186620593071,3,2,query-row-to-full-card-direct-edges-all-layers,104,400,0.027445100247859955,-0.09781110286712646,0.030492547899484634
standard,-0.157008096575737,0.9172812104225159,0.7602730989456177,0.034187108278274536,0.03904438391327858,0,3,query-row-to-full-card-direct-edges-all-layers,104,400,0.032771073281764984,-0.14122581481933594,0.0355103500187397
standard,-0.157008096575737,0.9172812104225159,0.7602730989456177,0.030340850353240967,0.03855732083320618,1,3,query-row-to-full-card-direct-edges-all-layers,104,400,0.03247355669736862,0.009036064147949219,0.03907192870974541
standard,-0.157008096575737,0.9172812104225159,0.7602730989456177,0.03665744885802269,0.039489176124334335,2,3,query-row-to-full-card-direct-edges-all-layers,104,400,0.03113502636551857,-0.03209280967712402,0.032915256917476654
standard,-0.157008096575737,0.9172812104225159,0.7602730989456177,0.034077972173690796,0.036438390612602234,3,3,query-row-to-full-card-direct-edges-all-layers,104,400,0.02246495522558689,-0.02070140838623047,0.03153805062174797
standard,-0.24014519155025482,1.443116307258606,1.20297110080719,0.01422092318534851,0.14062802493572235,0,0,query-row-to-full-card-direct-edges-all-layers,104,800,0.015403077937662601,0.07510876655578613,0.13423539698123932
standard,-0.24014519155025482,1.443116307258606,1.20297110080719,0.021088790148496628,0.12123685330152512,1,0,query-row-to-full-card-direct-edges-all-layers,104,800,0.02146318182349205,0.0956193208694458,0.11902137100696564
standard,-0.24014519155025482,1.443116307258606,1.20297110080719,0.02108207903802395,0.1253100037574768,2,0,query-row-to-full-card-direct-edges-all-layers,104,800,0.024942390620708466,0.17140233516693115,0.13196811079978943
standard,-0.24014519155025482,1.443116307258606,1.20297110080719,0.01733315736055374,0.14916852116584778,3,0,query-row-to-full-card-direct-edges-all-layers,104,800,0.01624130643904209,-0.12826645374298096,0.13435868918895721
standard,-0.24014519155025482,1.443116307258606,1.20297110080719,0.0952247828245163,0.006048131268471479,0,1,query-row-to-full-card-direct-edges-all-layers,104,800,0.041904266923666,-0.3753451108932495,0.005667843855917454
standard,-0.24014519155025482,1.443116307258606,1.20297110080719,0.08217544853687286,0.003416872350499034,1,1,query-row-to-full-card-direct-edges-all-layers,104,800,0.037045080214738846,-0.29794105887413025,0.004815578926354647
standard,-0.24014519155025482,1.443116307258606,1.20297110080719,0.07300549000501633,0.0019247157033532858,2,1,query-row-to-full-card-direct-edges-all-layers,104,800,0.029293809086084366,-0.3890746831893921,0.004624824970960617
standard,-0.24014519155025482,1.443116307258606,1.20297110080719,0.06950080394744873,0.002279740758240223,3,1,query-row-to-full-card-direct-edges-all-layers,104,800,0.02994583547115326,-0.23762059211730957,0.0030756976921111345
standard,-0.24014519155025482,1.443116307258606,1.20297110080719,0.046527184545993805,0.026438359171152115,0,2,query-row-to-full-card-direct-edges-all-layers,104,800,0.035065434873104095,-0.19325637817382812,0.025678429752588272
standard,-0.24014519155025482,1.443116307258606,1.20297110080719,0.0399383045732975,0.016276326030492783,1,2,query-row-to-full-card-direct-edges-all-layers,104,800,0.02541305124759674,-0.18364524841308594,0.01156076230108738
standard,-0.24014519155025482,1.443116307258606,1.20297110080719,0.04653424024581909,0.009630119428038597,2,2,query-row-to-full-card-direct-edges-all-layers,104,800,0.019506800919771194,-0.34986937046051025,0.0038482758682221174
standard,-0.24014519155025482,1.443116307258606,1.20297110080719,0.03607598692178726,0.018789421766996384,3,2,query-row-to-full-card-direct-edges-all-layers,104,800,0.02348931133747101,-0.10999727249145508,0.022647617384791374
standard,-0.24014519155025482,1.443116307258606,1.20297110080719,0.047160714864730835,0.025263704359531403,0,3,query-row-to-full-card-direct-edges-all-layers,104,800,0.03834021836519241,-0.1898108720779419,0.020514389500021935
standard,-0.24014519155025482,1.443116307258606,1.20297110080719,0.03737602010369301,0.02853955328464508,1,3,query-row-to-full-card-direct-edges-all-layers,104,800,0.038927096873521805,-0.018314838409423828,0.026607614010572433
standard,-0.24014519155025482,1.443116307258606,1.20297110080719,0.0347805880010128,0.015881143510341644,2,3,query-row-to-full-card-direct-edges-all-layers,104,800,0.03612886369228363,-0.050524234771728516,0.01717713288962841
standard,-0.24014519155025482,1.443116307258606,1.20297110080719,0.03987310826778412,0.013405419886112213,3,3,query-row-to-full-card-direct-edges-all-layers,104,800,0.03789548575878143,0.11129570007324219,0.01208361517637968
standard,2.7340402603149414,-1.5280925035476685,1.205947756767273,0.02955339103937149,0.07723313570022583,0,0,query-row-to-full-card-direct-edges-all-layers,104,1600,0.019386738538742065,-0.13706135749816895,0.07677356898784637
standard,2.7340402603149414,-1.5280925035476685,1.205947756767273,0.04139592498540878,0.007577100303024054,1,0,query-row-to-full-card-direct-edges-all-layers,104,1600,0.05345172435045242,0.7278006076812744,0.006107431370764971
standard,2.7340402603149414,-1.5280925035476685,1.205947756767273,0.06066300719976425,0.05399110168218613,2,0,query-row-to-full-card-direct-edges-all-layers,104,1600,0.07837945222854614,0.6319646835327148,0.045945532619953156
standard,2.7340402603149414,-1.5280925035476685,1.205947756767273,0.05639035627245903,0.06489366292953491,3,0,query-row-to-full-card-direct-edges-all-layers,104,1600,0.0712851732969284,0.5406422019004822,0.06564961373806
standard,2.7340402603149414,-1.5280925035476685,1.205947756767273,0.18927691876888275,0.00023896175844129175,0,1,query-row-to-full-card-direct-edges-all-layers,104,1600,0.06676598638296127,-2.9719278812408447,0.007751187309622765
standard,2.7340402603149414,-1.5280925035476685,1.205947756767273,0.18951213359832764,0.00012858668924309313,1,1,query-row-to-full-card-direct-edges-all-layers,104,1600,0.07990608364343643,-2.793405771255493,0.007840149104595184
standard,2.7340402603149414,-1.5280925035476685,1.205947756767273,0.20233282446861267,0.00010553472384344786,2,1,query-row-to-full-card-direct-edges-all-layers,104,1600,0.06675152480602264,-3.2041642665863037,0.005022902972996235
standard,2.7340402603149414,-1.5280925035476685,1.205947756767273,0.19623324275016785,0.00022061825438868254,3,1,query-row-to-full-card-direct-edges-all-layers,104,1600,0.07142460346221924,-3.0420713424682617,0.007574697025120258
standard,2.7340402603149414,-1.5280925035476685,1.205947756767273,0.052284449338912964,0.05986446142196655,0,2,query-row-to-full-card-direct-edges-all-layers,104,1600,0.034687384963035583,-0.4701559543609619,0.051932625472545624
standard,2.7340402603149414,-1.5280925035476685,1.205947756767273,0.061940085142850876,0.05788680911064148,1,2,query-row-to-full-card-direct-edges-all-layers,104,1600,0.015004662796854973,-1.1233258247375488,0.04315222054719925
standard,2.7340402603149414,-1.5280925035476685,1.205947756767273,0.05975551903247833,0.04175028204917908,2,2,query-row-to-full-card-direct-edges-all-layers,104,1600,0.016923893243074417,-1.3836779594421387,0.027705254033207893
standard,2.7340402603149414,-1.5280925035476685,1.205947756767273,0.043876033276319504,0.06329187750816345,3,2,query-row-to-full-card-direct-edges-all-layers,104,1600,0.018208462744951248,-0.6754027605056763,0.03690022975206375
standard,2.7340402603149414,-1.5280925035476685,1.205947756767273,0.06569832563400269,0.05605578050017357,0,3,query-row-to-full-card-direct-edges-all-layers,104,1600,0.0653253048658371,0.002735152840614319,0.05899263173341751
standard,2.7340402603149414,-1.5280925035476685,1.205947756767273,0.06579431891441345,0.06358722597360611,1,3,query-row-to-full-card-direct-edges-all-layers,104,1600,0.07396415621042252,0.06923778355121613,0.05473031848669052
standard,2.7340402603149414,-1.5280925035476685,1.205947756767273,0.05921380966901779,0.06275399029254913,2,3,query-row-to-full-card-direct-edges-all-layers,104,1600,0.05796432122588158,-0.08743959665298462,0.05324942618608475
standard,2.7340402603149414,-1.5280925035476685,1.205947756767273,0.06233830377459526,0.05198652669787407,3,3,query-row-to-full-card-direct-edges-all-layers,104,1600,0.06696080416440964,-0.015197500586509705,0.05832146108150482
standard,0.12444597482681274,2.3655333518981934,2.4899792671203613,0.023776482790708542,0.05023711919784546,0,0,query-row-to-full-card-direct-edges-all-layers,104,3200,0.015628688037395477,-0.3352203369140625,0.060920678079128265
standard,0.12444597482681274,2.3655333518981934,2.4899792671203613,0.04392188414931297,0.0017007889691740274,1,0,query-row-to-full-card-direct-edges-all-layers,104,3200,0.0527891181409359,0.7377868890762329,0.0012535208370536566
standard,0.12444597482681274,2.3655333518981934,2.4899792671203613,0.05384021997451782,0.0720926821231842,2,0,query-row-to-full-card-direct-edges-all-layers,104,3200,0.07883290201425552,0.9832103252410889,0.06613831222057343
standard,0.12444597482681274,2.3655333518981934,2.4899792671203613,0.04764709994196892,0.07118045538663864,3,0,query-row-to-full-card-direct-edges-all-layers,104,3200,0.07863858342170715,0.8521420955657959,0.06999102234840393
standard,0.12444597482681274,2.3655333518981934,2.4899792671203613,0.12559492886066437,0.007219906896352768,0,1,query-row-to-full-card-direct-edges-all-layers,104,3200,0.019993264228105545,-6.58083438873291,0.35959869623184204
standard,0.12444597482681274,2.3655333518981934,2.4899792671203613,0.11970667541027069,0.007839237339794636,1,1,query-row-to-full-card-direct-edges-all-layers,104,3200,0.021809682250022888,-5.307429313659668,0.36907273530960083
standard,0.12444597482681274,2.3655333518981934,2.4899792671203613,0.12429678440093994,0.008695706725120544,2,1,query-row-to-full-card-direct-edges-all-layers,104,3200,0.01586298644542694,-5.909849166870117,0.3576393127441406
standard,0.12444597482681274,2.3655333518981934,2.4899792671203613,0.11939354240894318,0.009160338900983334,3,1,query-row-to-full-card-direct-edges-all-layers,104,3200,0.018405307084321976,-7.219181537628174,0.3659842610359192
standard,0.12444597482681274,2.3655333518981934,2.4899792671203613,0.061534982174634933,0.041894447058439255,0,2,query-row-to-full-card-direct-edges-all-layers,104,3200,0.03515982627868652,-0.3600725531578064,0.08399169147014618
standard,0.12444597482681274,2.3655333518981934,2.4899792671203613,0.06143072247505188,0.04120725393295288,1,2,query-row-to-full-card-direct-edges-all-layers,104,3200,0.034600868821144104,0.1974644660949707,0.0809251070022583
standard,0.12444597482681274,2.3655333518981934,2.4899792671203613,0.08116225153207779,0.04340997338294983,2,2,query-row-to-full-card-direct-edges-all-layers,104,3200,0.029650576412677765,-0.6367585062980652,0.05848221853375435
standard,0.12444597482681274,2.3655333518981934,2.4899792671203613,0.05413813889026642,0.059434674680233,3,2,query-row-to-full-card-direct-edges-all-layers,104,3200,0.03854210674762726,0.1440272033214569,0.11064223200082779
